	chrom	start	end	region	is_bad_bin	log2_insulation_score_200000	n_valid_pixels_200000	boundary_strength_200000	is_boundary_200000
21	chr1	16090000	16100000	chr1	False	-0.4560228091328497	397.0	0.5484299836952575	True
22	chr1	16450000	16460000	chr1	True	-0.4702348703563582	361.0	0.7416105273457851	True
23	chr1	17140000	17150000	chr1	False	-0.8690366061804459	377.0	1.3399776091825677	True
24	chr1	17640000	17650000	chr1	False	-0.3184687871502474	358.0	0.6106533575902131	True
25	chr1	18330000	18340000	chr1	False	-0.5382561725603121	357.0	0.9478807122042648	True
26	chr1	19080000	19090000	chr1	False	-0.7031314119461669	397.0	1.0004209094306402	True
27	chr1	19990000	20000000	chr1	True	-0.0976238244358637	361.0	0.2624345887091018	True
28	chr1	20290000	20300000	chr1	False	-0.1850931707605032	377.0	0.375364271362567	True
29	chr1	20570000	20580000	chr1	True	-0.96492751258261	342.0	1.4898165267298595	True
30	chr1	21410000	21420000	chr1	False	-0.8394453013059276	377.0	1.2354647558661782	True
31	chr1	21950000	21960000	chr1	False	-0.1495963930725235	397.0	0.3045893009516732	True
32	chr1	22270000	22280000	chr1	False	-0.4609796045168051	339.0	0.3178643405722001	True
33	chr1	22540000	22550000	chr1	False	-0.7623030218123803	357.0	0.93975070448034	True
34	chr1	23300000	23310000	chr1	True	-0.5028548206003449	361.0	0.7113206996406131	True
35	chr1	23720000	23730000	chr1	True	-0.4268780529819905	361.0	0.5642303392068837	True
36	chr1	24280000	24290000	chr1	False	-0.7776139843722506	397.0	1.026342176047367	True
37	chr1	24680000	24690000	chr1	False	-0.5609953022233141	397.0	0.807291904634476	True
38	chr1	25520000	25530000	chr1	True	-0.1830596475311217	361.0	0.2986825083833079	True
39	chr1	25910000	25920000	chr1	True	-0.7795520473432002	361.0	0.9939438623209372	True
40	chr1	26820000	26830000	chr1	False	-0.495945780204817	397.0	0.7007456315237437	True
41	chr1	27200000	27210000	chr1	True	-0.3286571136758315	342.0	0.3690482752369821	True
42	chr1	27730000	27740000	chr1	True	-0.1921411183150455	342.0	0.2756892947580449	True
43	chr1	28400000	28410000	chr1	True	-0.3467931579340224	361.0	0.4399199602804532	True
44	chr1	28790000	28800000	chr1	False	-0.2751311761684547	397.0	0.3455917332254334	True
45	chr1	30270000	30280000	chr1	False	-0.2837945197864111	377.0	0.4180904891501663	True
46	chr1	30690000	30700000	chr1	False	-0.9580151166273576	377.0	1.3989579389278213	True
47	chr1	30950000	30960000	chr1	False	-0.1918148616689374	377.0	0.2639202270732351	True
48	chr1	31170000	31180000	chr1	False	-0.5648844907137962	377.0	0.7602958128564108	True
49	chr1	32160000	32170000	chr1	False	-0.1882698134442994	397.0	0.2732702960648949	True
50	chr1	32710000	32720000	chr1	False	-0.2022546490605261	397.0	0.3537976825900939	True
51	chr1	33550000	33560000	chr1	False	-0.5933795901962056	377.0	0.8834127222975341	True
52	chr1	34450000	34460000	chr1	False	-0.5174461940316581	397.0	0.6866513441639441	True
53	chr1	34880000	34890000	chr1	False	-0.7025020241973823	397.0	1.0179707793758437	True
54	chr1	35480000	35490000	chr1	False	-0.1530608022530211	397.0	0.252638551067648	True
55	chr1	35710000	35720000	chr1	False	-0.1533067717397531	397.0	0.6274918838458464	True
56	chr1	36130000	36140000	chr1	False	-0.2114252695082598	397.0	0.7124464331251108	True
57	chr1	36770000	36780000	chr1	False	-0.4318482659080889	397.0	0.9867712968685144	True
58	chr1	37250000	37260000	chr1	False	-0.2958958036557385	397.0	0.777296431655422	True
59	chr1	37650000	37660000	chr1	False	-0.2124076454737848	397.0	0.4726609597654868	True
60	chr1	37880000	37890000	chr1	False	-0.5713707690310037	397.0	0.4275053382314523	True
61	chr1	38130000	38140000	chr1	False	-0.9845121761046384	397.0	1.577723482088551	True
62	chr1	38780000	38790000	chr1	False	-0.4857356057324635	397.0	0.3961672183327064	True
63	chr1	38990000	39000000	chr1	False	-0.5145740467124642	397.0	0.8152978031938986	True
64	chr1	39360000	39370000	chr1	False	-0.2433473404904159	397.0	0.4303051573849329	True
65	chr1	39540000	39550000	chr1	False	-0.4446426667261434	397.0	0.8914989797745703	True
66	chr1	39990000	40000000	chr1	False	-0.4865914266632365	377.0	0.9191793232356243	True
67	chr1	40850000	40860000	chr1	False	-0.6102571107950165	397.0	0.7405517163061237	True
68	chr1	41140000	41150000	chr1	False	-0.324832321481496	397.0	0.4395474892181472	True
69	chr1	41800000	41810000	chr1	False	-0.3231457594877104	397.0	0.4395647485387784	True
70	chr1	42700000	42710000	chr1	False	-0.6334810815009317	397.0	0.9828475081107512	True
71	chr1	43100000	43110000	chr1	False	-0.4760719765620046	397.0	0.6843746132281794	True
72	chr1	43280000	43290000	chr1	False	-0.3543059562480613	397.0	0.4754543779028622	True
73	chr1	43740000	43750000	chr1	False	-0.7211974041838507	397.0	1.060299968800586	True
74	chr1	44190000	44200000	chr1	False	-1.040596458483096	337.0	1.48957194058191	True
75	chr1	44740000	44750000	chr1	False	-0.5587471052928004	321.0	0.941537196107196	True
76	chr1	45200000	45210000	chr1	True	-0.3772710014464887	324.0	0.7164970999933604	True
77	chr1	45780000	45790000	chr1	False	-1.131578962928341	397.0	1.74171782037479	True
78	chr1	46090000	46100000	chr1	True	-0.2209354418863444	342.0	0.4793872555627586	True
79	chr1	46300000	46310000	chr1	False	-0.07241975988081	264.0	0.2597054445895135	True
80	chr1	46760000	46770000	chr1	True	-0.0909037162295955	285.0	0.2852586889434109	True
81	chr1	47240000	47250000	chr1	True	-0.6031262254224858	361.0	0.9413969259972924	True
82	chr1	47750000	47760000	chr1	True	-0.3792265978617705	324.0	0.4786470940178594	True
83	chr1	48320000	48330000	chr1	True	-0.3320026551881863	306.0	0.4226665690427504	True
84	chr1	48820000	48830000	chr1	True	-0.2662376059350206	361.0	0.2609216233985663	True
85	chr1	49320000	49330000	chr1	True	-0.3297747067454761	361.0	0.3649405764141281	True
86	chr1	50920000	50930000	chr1	False	-0.467916852354875	397.0	0.6233827903259563	True
87	chr1	51340000	51350000	chr1	False	-0.5832770437085588	377.0	0.9483846181849194	True
88	chr1	51630000	51640000	chr1	False	-0.7620018827050028	377.0	1.160537851771651	True
89	chr1	52120000	52130000	chr1	False	-0.4281853824331943	397.0	0.598898914962179	True
90	chr1	52630000	52640000	chr1	False	-0.275507878401745	397.0	0.4084732832037661	True
91	chr1	53030000	53040000	chr1	False	-0.4434887294626512	397.0	0.8002527537126141	True
92	chr1	53330000	53340000	chr1	False	-0.2860962520052653	377.0	0.5599188149934973	True
93	chr1	53690000	53700000	chr1	False	-0.4522306608857199	357.0	0.791837663811338	True
94	chr1	53920000	53930000	chr1	False	-0.4207063122913112	397.0	0.7153858892940563	True
95	chr1	54380000	54390000	chr1	False	-0.520992276195406	397.0	1.0252132419279298	True
96	chr1	54980000	54990000	chr1	False	-0.3298157729894769	397.0	0.4414568896654064	True
97	chr1	55180000	55190000	chr1	False	-0.3134401400642371	397.0	0.3067355274999988	True
98	chr1	55400000	55410000	chr1	False	-0.4538987198537265	397.0	0.8781540780018038	True
99	chr1	55880000	55890000	chr1	False	-0.8867990950471317	397.0	1.0821457509997918	True
100	chr1	56980000	56990000	chr1	False	-0.7090307026989793	397.0	0.8742114734056906	True
101	chr1	57400000	57410000	chr1	False	-1.1569588306239065	397.0	1.9137656367650009	True
102	chr1	57990000	58000000	chr1	False	-0.3040097446178708	397.0	0.6431394557063946	True
103	chr1	58380000	58390000	chr1	False	-0.5658132599699492	377.0	0.961852795854078	True
104	chr1	58980000	58990000	chr1	False	-0.0003791942461716	397.0	0.2816636401404756	True
105	chr1	59240000	59250000	chr1	False	-0.4127805799060371	397.0	0.8836802434270294	True
106	chr1	59690000	59700000	chr1	False	-0.913848742817576	397.0	1.537557818304491	True
107	chr1	60540000	60550000	chr1	False	-0.3276223967626939	397.0	0.7597472432865577	True
108	chr1	60960000	60970000	chr1	False	-0.8182155120227024	397.0	1.381795898982859	True
109	chr1	61770000	61780000	chr1	False	-0.3120519592182767	397.0	0.489395948250477	True
110	chr1	62700000	62710000	chr1	False	-0.4848580069543661	397.0	0.6813102368754613	True
111	chr1	63040000	63050000	chr1	False	-0.7387510449247743	397.0	0.956601444868464	True
112	chr1	63620000	63630000	chr1	False	-0.7991970392161563	397.0	1.0939886634810392	True
113	chr1	64520000	64530000	chr1	False	-0.7932605909845193	397.0	1.1717749904456334	True
114	chr1	65270000	65280000	chr1	False	-0.8941543847259743	397.0	1.230840764047466	True
115	chr1	65620000	65630000	chr1	True	-0.2554727340636908	324.0	0.5388173538452825	True
116	chr1	66090000	66100000	chr1	False	-0.7415037966877402	337.0	1.051735367956254	True
117	chr1	66680000	66690000	chr1	False	-0.5811130872781727	397.0	0.3840127070264559	True
118	chr1	67180000	67190000	chr1	False	-0.669840381641075	377.0	0.8468298795957858	True
119	chr1	67540000	67550000	chr1	False	-0.2234615908874677	377.0	0.3257728671296814	True
120	chr1	68080000	68090000	chr1	False	-0.4504333886648256	377.0	0.5909355779091333	True
121	chr1	68450000	68460000	chr1	False	-0.2372820805976663	397.0	0.4052259723705459	True
122	chr1	69160000	69170000	chr1	False	-1.0515625750025757	377.0	1.444864423838875	True
123	chr1	69770000	69780000	chr1	False	-0.7974553264019778	377.0	1.0613398956753386	True
124	chr1	70240000	70250000	chr1	False	-0.3778474880492597	397.0	0.4887282373889696	True
125	chr1	70750000	70760000	chr1	False	-0.3330430479817201	397.0	0.3849592521238189	True
126	chr1	71100000	71110000	chr1	False	-0.4060310279194523	397.0	0.5691866042918382	True
127	chr1	71540000	71550000	chr1	False	-1.029309153717855	397.0	1.3349173643142218	True
128	chr1	72150000	72160000	chr1	False	-1.1818559514146003	397.0	1.9642926172781128	True
129	chr1	72700000	72710000	chr1	False	-0.2919227835822943	397.0	0.4663809331839574	True
130	chr1	72870000	72880000	chr1	False	-0.8640839592949674	397.0	1.154732746597303	True
131	chr1	73280000	73290000	chr1	False	-0.0575043825136669	397.0	0.3336210318387101	True
132	chr1	73860000	73870000	chr1	False	-0.9190598226101452	397.0	1.3160139683325358	True
133	chr1	74180000	74190000	chr1	False	-0.2640916031823979	397.0	0.7693515935716797	True
134	chr1	74440000	74450000	chr1	False	-0.1393446289997188	397.0	0.4744317752379401	True
135	chr1	75310000	75320000	chr1	False	-0.0135782572738383	397.0	0.436522845068894	True
136	chr1	75620000	75630000	chr1	False	-0.8330889074254003	397.0	0.8651298316561096	True
137	chr1	76690000	76700000	chr1	False	-0.2609899351918816	397.0	0.2668019569830678	True
138	chr1	77530000	77540000	chr1	False	-0.8513615846051035	397.0	1.0969475968903386	True
139	chr1	77930000	77940000	chr1	False	-0.6734117167649595	397.0	0.7166428827072876	True
140	chr1	78190000	78200000	chr1	False	-0.109982146422834	397.0	0.3246710391027532	True
141	chr1	78490000	78500000	chr1	False	-0.9085702123599616	397.0	1.2231527909452995	True
142	chr1	78720000	78730000	chr1	False	-0.6625666229733278	377.0	0.7372215766496216	True
143	chr1	79760000	79770000	chr1	False	-0.7468837569892723	377.0	0.8672350764235138	True
144	chr1	80170000	80180000	chr1	False	-0.770012843030646	397.0	1.0458805202736972	True
145	chr1	80770000	80780000	chr1	False	-0.4925583462283371	377.0	0.6570407443907935	True
146	chr1	81290000	81300000	chr1	False	-0.976662109566095	377.0	1.6615786655375349	True
147	chr1	82480000	82490000	chr1	False	-0.620913354072803	397.0	0.5652040099096267	True
148	chr1	82760000	82770000	chr1	False	-0.6280704032394515	397.0	0.7529040901419525	True
149	chr1	83170000	83180000	chr1	False	-0.5523070199992197	397.0	0.8328115366797594	True
150	chr1	83720000	83730000	chr1	False	-0.7740887042238467	397.0	1.1938796346395817	True
151	chr1	84110000	84120000	chr1	False	-0.2547142943657968	377.0	0.4752986064136033	True
152	chr1	84690000	84700000	chr1	False	-0.6232295830353038	397.0	1.0035676830010578	True
153	chr1	85840000	85850000	chr1	False	-0.0130076133746567	377.0	0.3628479572429836	True
154	chr1	86050000	86060000	chr1	False	-0.3210157268498012	397.0	0.8884864569966078	True
155	chr1	86350000	86360000	chr1	False	-0.5007335316090853	397.0	0.468324748253265	True
156	chr1	86590000	86600000	chr1	False	-0.6443685348248313	397.0	1.2855597933049072	True
157	chr1	87070000	87080000	chr1	False	-0.3896013142608449	397.0	1.0285709922837531	True
158	chr1	87440000	87450000	chr1	False	-0.1797561358300959	377.0	0.4400218055978349	True
159	chr1	87770000	87780000	chr1	False	-0.2438027309436833	397.0	0.3977633330196667	True
160	chr1	88040000	88050000	chr1	True	-0.5520513182708892	324.0	0.5335473298425287	True
161	chr1	88300000	88310000	chr1	False	-0.98836236741861	377.0	1.7082303838693615	True
162	chr1	88740000	88750000	chr1	False	-0.6813818872267947	397.0	1.1154867720001904	True
163	chr1	89210000	89220000	chr1	False	-0.3725533998856689	397.0	0.7267535634183131	True
164	chr1	89630000	89640000	chr1	False	-0.4799196648765118	397.0	0.8991859199790158	True
165	chr1	90000000	90010000	chr1	False	-0.6839994351720855	397.0	1.0554709745806987	True
166	chr1	90600000	90610000	chr1	False	-0.9218135139990716	397.0	1.6252692117321406	True
167	chr1	90890000	90900000	chr1	False	-0.3873838114046948	397.0	0.7812049739282747	True
168	chr1	91530000	91540000	chr1	False	-0.3840939028985883	397.0	0.6913390896503961	True
169	chr1	91910000	91920000	chr1	False	-0.3866554427046344	397.0	0.7732209262350398	True
170	chr1	92460000	92470000	chr1	False	-0.2827477127199608	397.0	0.5979128036788752	True
171	chr1	92630000	92640000	chr1	False	-0.224611771287306	397.0	0.2621643403887089	True
172	chr1	92910000	92920000	chr1	False	-0.4517507533189994	397.0	0.8998418523158344	True
173	chr1	93500000	93510000	chr1	False	-0.1549160161045014	397.0	0.5528752401900221	True
174	chr1	94150000	94160000	chr1	True	-0.6006703919020508	272.0	0.8714262502412009	True
175	chr1	94720000	94730000	chr1	True	-0.2018278719098472	361.0	0.3959943362645547	True
176	chr1	95790000	95800000	chr1	True	-0.6036904448108826	306.0	0.7699623431412783	True
177	chr1	96800000	96810000	chr1	False	-0.7336535926673291	377.0	0.9121966404833536	True
178	chr1	97050000	97060000	chr1	False	-0.3329389402032995	357.0	0.4706036916758906	True
179	chr1	97700000	97710000	chr1	False	-0.7507532799676258	397.0	1.0518428447713315	True
180	chr1	98390000	98400000	chr1	True	-0.4532557445751253	306.0	0.5222618610770687	True
181	chr1	99720000	99730000	chr1	False	-0.5125959332422463	397.0	0.5997362830804415	True
182	chr1	100540000	100550000	chr1	False	-0.6715156945165385	397.0	0.8180020582881119	True
183	chr1	100980000	100990000	chr1	True	-0.2947671689224403	323.0	0.312303322005954	True
184	chr1	101360000	101370000	chr1	True	-0.3304632352628213	361.0	0.4495101422180239	True
185	chr1	102080000	102090000	chr1	True	-0.2267072781513389	323.0	0.3463049351919626	True
186	chr1	102380000	102390000	chr1	False	-0.489108501140414	377.0	0.6203269080997643	True
187	chr1	103110000	103120000	chr1	True	-0.2949979233634717	306.0	0.2974367798075605	True
188	chr1	103790000	103800000	chr1	False	-0.9040574343099922	397.0	1.3823615026019052	True
189	chr1	104960000	104970000	chr1	True	-0.8337177104595661	361.0	0.995908915416971	True
190	chr1	105650000	105660000	chr1	False	-0.6009676286489611	397.0	0.8093813117022374	True
191	chr1	106050000	106060000	chr1	False	-0.4407126828490113	397.0	0.4011499962829268	True
192	chr1	106400000	106410000	chr1	False	-0.8448967509826	397.0	1.421812326317926	True
193	chr1	106890000	106900000	chr1	False	-0.726348068535503	377.0	1.1581666857240966	True
194	chr1	107610000	107620000	chr1	False	-0.7986479392701623	397.0	0.9798869454919412	True
195	chr1	108090000	108100000	chr1	False	-0.1900483087883558	397.0	0.3450871313565468	True
196	chr1	108810000	108820000	chr1	True	-0.5514728699363918	323.0	0.7059536850934908	True
197	chr1	109400000	109410000	chr1	True	-0.1974989778640791	323.0	0.2836226006403922	True
198	chr1	110000000	110010000	chr1	False	-0.5551310553945796	358.0	0.6592494240921685	True
199	chr1	110410000	110420000	chr1	False	-0.2619787293367527	397.0	0.3431528868968216	True
200	chr1	111250000	111260000	chr1	True	-0.5555674397292749	361.0	0.6733780815867204	True
201	chr1	111640000	111650000	chr1	False	-0.8241324081387815	377.0	1.2780122929969302	True
202	chr1	112380000	112390000	chr1	False	-0.6035620414460612	377.0	0.8549821063443441	True
203	chr1	113180000	113190000	chr1	True	-0.2858796982963423	342.0	0.3039941907692086	True
204	chr1	113750000	113760000	chr1	False	-0.2227865096313351	357.0	0.2697720760414724	True
205	chr1	114180000	114190000	chr1	True	-0.3944005369142567	361.0	0.4430657180389834	True
206	chr1	115020000	115030000	chr1	False	-0.3407838637877881	377.0	0.3977898798198776	True
207	chr1	115670000	115680000	chr1	False	-0.2945473825823263	397.0	0.3196205632524538	True
208	chr1	116490000	116500000	chr1	False	-0.3892465996511192	397.0	0.4676724097947315	True
209	chr1	118340000	118350000	chr1	False	-0.1968249159355158	277.0	0.5921202028994516	True
210	chr1	118510000	118520000	chr1	False	-0.1382126243953542	397.0	0.2633795989033387	True
211	chr1	118770000	118780000	chr1	False	-0.3408435400514731	397.0	0.760384858837515	True
212	chr1	119080000	119090000	chr1	False	-0.3673485764789998	397.0	0.9476030661496916	True
213	chr1	119500000	119510000	chr1	False	-0.2859395613173071	397.0	0.7292361927203515	True
214	chr1	119910000	119920000	chr1	False	-0.2595029986276196	397.0	0.4192936717193301	True
215	chr1	120580000	120590000	chr1	False	-0.7421689337476687	397.0	1.0960329750324285	True
216	chr1	121190000	121200000	chr1	False	-0.4258309335301733	397.0	0.4333707517283781	True
217	chr1	121570000	121580000	chr1	False	-0.825593033179811	397.0	1.1765052479477616	True
218	chr1	122410000	122420000	chr1	False	-0.5475115483977488	397.0	0.6331073472379838	True
219	chr1	122920000	122930000	chr1	False	-0.7913742226387599	397.0	0.9127931369074148	True
220	chr1	123370000	123380000	chr1	False	-0.2771810937066936	397.0	0.2987283054936732	True
221	chr1	124090000	124100000	chr1	False	-0.3547142369609513	397.0	0.4561235796264827	True
222	chr1	124690000	124700000	chr1	False	-0.4674253571387436	397.0	0.5857209511011251	True
223	chr1	125360000	125370000	chr1	False	-0.901726873582678	397.0	1.4981843594822224	True
224	chr1	125590000	125600000	chr1	False	-0.4038249458699564	397.0	0.3724391480632783	True
225	chr1	126470000	126480000	chr1	False	-0.5330111767894993	397.0	0.6910808626835514	True
226	chr1	126990000	127000000	chr1	False	-0.586663703666175	397.0	0.8018903084069547	True
227	chr1	127480000	127490000	chr1	False	-0.7181951992943705	397.0	1.1211174046669838	True
228	chr1	127770000	127780000	chr1	False	-0.5859761505291102	397.0	0.943954401881364	True
229	chr1	128360000	128370000	chr1	False	-0.5274447603092347	397.0	0.7816009794291792	True
230	chr1	128850000	128860000	chr1	False	-0.820653084374461	397.0	1.0121127921859916	True
231	chr1	129330000	129340000	chr1	True	-0.4241330075610104	361.0	0.6103606892689364	True
232	chr1	129830000	129840000	chr1	False	-0.1837730832759935	397.0	0.3601673283394071	True
233	chr1	130150000	130160000	chr1	False	-0.1162518705667956	377.0	0.2926366870574925	True
234	chr1	130400000	130410000	chr1	True	-0.8620426457815271	361.0	1.2922502418184734	True
235	chr1	131070000	131080000	chr1	False	-0.448618596092082	397.0	0.791537730455943	True
236	chr1	131280000	131290000	chr1	False	-0.4078828886805514	397.0	0.6306101265397139	True
237	chr1	131560000	131570000	chr1	False	-0.2478462025637127	377.0	0.6734563951554837	True
238	chr1	131910000	131920000	chr1	False	-0.3850785047513509	397.0	0.8157464954294036	True
239	chr1	133000000	133010000	chr1	False	-0.5594182672259325	397.0	1.3360669777841971	True
240	chr1	133360000	133370000	chr1	False	-0.1273792684128388	397.0	0.7191603009503585	True
241	chr1	133620000	133630000	chr1	False	-0.3919845532152311	397.0	1.0475657822999618	True
242	chr1	134340000	134350000	chr1	False	-0.2013065357606283	397.0	0.5199792762449211	True
243	chr1	134630000	134640000	chr1	False	-0.2749970325394928	397.0	0.936600103425733	True
244	chr1	134950000	134960000	chr1	False	-0.1440947367760127	397.0	0.3792875511151797	True
245	chr1	135130000	135140000	chr1	False	-0.1621971757999552	397.0	0.7917341795787561	True
246	chr1	135390000	135400000	chr1	False	-0.1540182791276855	397.0	0.7706802393084643	True
247	chr1	135800000	135810000	chr1	False	-0.0811505696724666	397.0	0.604820327924301	True
248	chr1	136520000	136530000	chr1	False	-0.4420155624215862	397.0	0.8856707781795918	True
249	chr1	136760000	136770000	chr1	False	-0.5139794173719554	397.0	0.9629492314650228	True
250	chr1	137230000	137240000	chr1	False	-0.5801754300272592	377.0	0.8064552048179168	True
251	chr1	138080000	138090000	chr1	False	-0.6582392093933577	397.0	0.9440513964996596	True
252	chr1	138830000	138840000	chr1	False	-0.7878572002595681	377.0	1.4538034403126376	True
253	chr1	139400000	139410000	chr1	False	-0.5884317961508183	397.0	1.0489936207535049	True
254	chr1	140680000	140690000	chr1	False	-0.4714140351809905	377.0	0.7790112971199725	True
255	chr1	141580000	141590000	chr1	False	-0.0806313003364276	377.0	0.2942975595055965	True
256	chr1	141890000	141900000	chr1	False	-0.3123421902137665	397.0	0.6006569841244453	True
257	chr1	142720000	142730000	chr1	True	-0.287414892349665	324.0	0.4578920776423157	True
258	chr1	143790000	143800000	chr1	False	-0.8279382336886739	377.0	1.385038015855926	True
259	chr1	144150000	144160000	chr1	False	-0.0511802078635934	377.0	0.2651034035548293	True
260	chr1	144380000	144390000	chr1	True	-0.7171830526681604	342.0	0.9662352856725452	True
261	chr1	145420000	145430000	chr1	False	-0.2733708406664851	377.0	0.4324049482576967	True
262	chr1	146510000	146520000	chr1	False	-0.1308411235612189	339.0	0.2813929337182893	True
263	chr1	147280000	147290000	chr1	True	-0.3822220812478734	324.0	0.592948190171114	True
264	chr1	148070000	148080000	chr1	True	-0.1945670607930942	342.0	0.4383657552491022	True
265	chr1	148990000	149000000	chr1	False	-0.1938761597884883	397.0	0.3547455624986315	True
266	chr1	149290000	149300000	chr1	False	-0.1267074981256522	377.0	0.2651720797368085	True
267	chr1	149820000	149830000	chr1	False	-0.8106332875602436	397.0	1.114575442916817	True
268	chr1	150360000	150370000	chr1	False	-0.886581798976118	357.0	1.6611757095445152	True
269	chr1	151020000	151030000	chr1	False	-0.6473906107879305	337.0	1.0331859743223366	True
270	chr1	151420000	151430000	chr1	False	-0.6482736138317592	397.0	1.301731590414083	True
271	chr1	151760000	151770000	chr1	False	-0.6491865231705857	397.0	1.2769157535030584	True
272	chr1	152390000	152400000	chr1	False	-0.3493482988800292	397.0	0.8118041078224314	True
273	chr1	152760000	152770000	chr1	False	-0.5070926024694803	397.0	1.0639356751695188	True
274	chr1	153480000	153490000	chr1	False	-0.8707146247556172	397.0	1.588518044825542	True
275	chr1	153850000	153860000	chr1	False	-0.4511023638572473	397.0	1.0988781814632316	True
276	chr1	154210000	154220000	chr1	False	-0.8002619454032902	397.0	1.2964016925417097	True
277	chr1	154730000	154740000	chr1	False	-0.5732200856931267	397.0	0.8505946992148505	True
278	chr1	155010000	155020000	chr1	False	-0.6432171684376453	397.0	1.0402644477369538	True
279	chr1	155270000	155280000	chr1	False	-0.4229331337040692	397.0	0.8881182355630742	True
280	chr1	155550000	155560000	chr1	False	-0.6396178578228635	397.0	1.0996799044354262	True
281	chr1	156030000	156040000	chr1	False	-0.3019715963623199	297.0	0.4662968147108648	True
282	chr1	156720000	156730000	chr1	False	-0.3363018645025626	397.0	0.776238580953232	True
283	chr1	157090000	157100000	chr1	False	-0.5205207944795719	397.0	0.6174423785315889	True
284	chr1	157540000	157550000	chr1	False	-0.7943355144692668	397.0	1.1926609295808186	True
285	chr1	158290000	158300000	chr1	False	-0.12505627904909	397.0	0.2931315807048752	True
286	chr1	158660000	158670000	chr1	False	-0.6351632342920557	397.0	0.848718131108825	True
287	chr1	159220000	159230000	chr1	False	-0.9151244558784434	397.0	1.246102215425752	True
288	chr1	160190000	160200000	chr1	False	-0.9340119194159998	397.0	1.649315218313025	True
289	chr1	160730000	160740000	chr1	False	-0.1617708045518068	397.0	0.2924639130275893	True
290	chr1	160940000	160950000	chr1	False	-0.1742964587081279	397.0	0.4493617324193458	True
291	chr1	161310000	161320000	chr1	False	-0.3437145566489801	397.0	0.901811075082368	True
292	chr1	161730000	161740000	chr1	False	-0.6831586226652022	397.0	1.2248025019771902	True
293	chr1	161980000	161990000	chr1	False	-0.4671029680072621	397.0	0.5261311944071597	True
294	chr1	162330000	162340000	chr1	False	-0.2810677770281468	397.0	0.3450099649693606	True
295	chr1	162740000	162750000	chr1	False	-0.85420311225974	397.0	1.555150141728249	True
296	chr1	163100000	163110000	chr1	False	-0.4378160805430076	377.0	0.7827332671847129	True
297	chr1	163920000	163930000	chr1	False	-0.4935842598501622	357.0	0.806691332721472	True
298	chr1	164300000	164310000	chr1	False	-0.633869838034439	377.0	1.080938995505475	True
299	chr1	165180000	165190000	chr1	False	-0.4823317722384359	397.0	0.7734308873884692	True
300	chr1	165760000	165770000	chr1	False	-0.3030662466067354	397.0	0.4668027761563595	True
301	chr1	166390000	166400000	chr1	False	-0.3869725041645862	320.0	0.7216508525039158	True
302	chr1	166770000	166780000	chr1	False	-0.0545818200270277	337.0	0.3148404497425408	True
303	chr1	167200000	167210000	chr1	False	-0.4672305867419988	397.0	0.8318875230238219	True
304	chr1	167380000	167390000	chr1	False	-0.4476804233012462	397.0	0.3697137065029819	True
305	chr1	167660000	167670000	chr1	False	-0.4747243773369608	397.0	0.6469632231709618	True
306	chr1	167930000	167940000	chr1	False	-0.7623502223726971	397.0	1.047772060706421	True
307	chr1	168440000	168450000	chr1	False	-0.2045992209160764	377.0	0.3566824412323757	True
308	chr1	169500000	169510000	chr1	False	-0.9102692677002718	397.0	1.5446103178020771	True
309	chr1	169920000	169930000	chr1	False	-0.5892732416312567	397.0	0.8230897794662101	True
