chr	start	stop	type_v2	v1_MSE_0	v1_S_0	v1_MSE_1	v1_S_1	v1_MSE_2	v1_S_2	v1_MSE_3	v1_S_3	v1_MSE_4	v1_S_4	v1_MSE	v1_S
chr10	13668352	14716928	fold6	0.16279456	0.6384312980741871	0.09712884	0.7408183370980755	0.07387839	0.7679478412148296	0.13179766	0.6414610923397389	0.064016	0.5171189501250788	0.105923094	0.661155503770382
chr10	14192640	15241216	fold6	0.12867787	0.7623342994921454	0.11354491	0.756596529820131	0.12330126	0.7275059743804421	0.15508239	0.7257035380116039	0.08179089	0.6563506045403219	0.120479465	0.7256981892489288
chr10	14716928	15765504	fold6	0.15186957	0.6707253474291431	0.103764296	0.6170650017894498	0.12504886	0.3563185850785093	0.18744183	0.61471374704838	0.092308074	0.46795827477530877	0.13208652	0.5453561912241581
chr10	15241216	16289792	fold6	0.13799192	0.8255442556467573	0.11372428	0.7461956900396772	0.108069025	0.5980585449137406	0.18377681	0.7136144425143078	0.10969422	0.6384941340643377	0.13065127	0.7043814134357641
chr10	15765504	16814080	fold6	0.19762543	0.4246368107755873	0.08675987	0.609881811843085	0.06567554	0.3259457144861777	0.12996513	0.37306057025390477	0.07080903	0.18482091497869635	0.11016699	0.3836691644674902
chr10	16289792	17338368	fold6	0.36137095	0.7742328941982264	0.12227025	0.8228958407791674	0.08462256	0.8218457619233681	0.42927635	0.7871190344769109	0.13787271	0.7739104044329969	0.22708257	0.7960007871621338
chr10	16814080	17862656	fold6	0.32673213	0.3984924303909837	0.15670954	0.5342881838966247	0.12073782	0.5677225832771167	0.3051762	0.42399103259733545	0.105912924	0.4872424860393239	0.20305371	0.48234734324027695
chr10	17338368	18386944	fold6	0.24124512	0.39967544829689683	0.15147184	0.5766168656129743	0.10055996	0.52134914342645	0.17574097	0.5650642179110755	0.08744516	0.551871068771348	0.15129259	0.5229153488037489
chr10	17862656	18911232	fold6	0.17231233	0.3687085854185603	0.12949046	0.45937878780557195	0.07597756	0.4979199772837421	0.12793435	0.6516970913448816	0.09900484	0.336865688450821	0.12094392	0.4629140260607154
chr10	18386944	19435520	fold6	0.16480544	0.5131342709340607	0.12343582	0.6401407864596361	0.10686625	0.5446492627822608	0.14687105	0.7012523049383456	0.16147737	0.5504142928461271	0.14069119	0.589918183592086
chr10	18911232	19959808	fold6	0.11740142	0.178668121867913	0.13567273	0.3336600091962861	0.08056647	0.33858146397142347	0.11959082	0.21740843249525885	0.05926311	0.1263803794566933	0.10249891	0.23893968139751492
chr10	32286720	33335296	fold1	0.21358585	0.2699183261059805	0.16780412	0.26259842442624204	0.098271124	0.39864215503521594	0.23057121	0.2735295822452977	0.09388274	0.24347658156379143	0.16082302	0.2896330138753055
chr10	32811008	33859584	fold1	0.12441846	0.725994334381324	0.093168184	0.7870515478524401	0.07493957	0.7608814067404779	0.15584031	0.5928597040961457	0.072306134	0.7176976824281175	0.10413454	0.7168969350997011
chr10	33335296	34383872	fold1	0.074363545	0.1514356036850862	0.062300526	0.4203858229371077	0.050286718	0.3369075016370036	0.07322009	0.2118617463895277	0.053705916	0.2617308245575112	0.06277536	0.2764642998412473
chr10	33859584	34908160	fold1	0.10428062	0.7608998934708783	0.09929689	0.6363885413026282	0.08527381	0.5210350964970456	0.09409926	0.7766796138119539	0.08006674	0.4984263543964896	0.09260346	0.6386858998957992
chr10	34383872	35432448	fold1	0.17957748	0.6815966900447816	0.16557717	0.5042924890446998	0.13551411	0.4175565623569619	0.17374963	0.6718704964469708	0.1066177	0.41682786160864144	0.15220721	0.5384288199004111
chr10	34908160	35956736	fold1	0.19505379	0.698550604026394	0.13857737	0.6980575836735525	0.16156167	0.4575225388374511	0.2341593	0.6332368977365327	0.16311859	0.3910067515057791	0.17849414	0.575674875155942
chr10	35432448	36481024	fold1	0.18278797	0.5821076529895539	0.08074876	0.5830014496406098	0.07296949	0.5200699726748357	0.10949443	0.6055460219762606	0.14005646	0.4556011888844021	0.11721142	0.5492652572331325
chr10	35956736	37005312	fold1	0.118962176	0.19039730850596914	0.11661758	0.3895518324560627	0.062474027	0.18993590141536126	0.12043068	0.4467996638142265	0.064298645	0.07607523728089895	0.096556626	0.2585519886945037
chr10	79880192	80928768	fold2	0.24102539	0.4314048026138363	0.18344536	0.4234421782005785	0.10159831	0.48435149222070845	0.27282217	0.35062562980445344	0.10480308	0.39475688361894196	0.18073885	0.41691619729170376
chr10	80404480	81453056	fold2	0.14379974	0.4605031115750894	0.13193381	0.7744924660011242	0.09946561	0.28752779821482244	0.14852777	0.2783563556795961	0.09623016	0.56223254929408	0.123991415	0.4726224561529424
chr10	80928768	81977344	fold2	0.08585216	0.07908705481990334	0.12040844	0.6196533801258567	0.105091736	0.04909522955709715	0.10296869	0.05159196878845932	0.06776279	0.18772113809746777	0.09641676	0.19742975427775683
chr10	81453056	82501632	fold2	0.09842068	-0.025264987059889974	0.17052901	0.27022730493171676	0.07667384	0.12901477716857615	0.113469675	-0.040033850849399547	0.065239996	0.00031046480048056534	0.104866646	0.0668507417982968
chr10	81977344	83025920	fold2	0.16561398	-0.00771031271386137	0.11915967	0.2615417215693367	0.09604452	-0.04552055652877909	0.12016261	-0.04567020780218961	0.06347133	-0.017205860253008614	0.11289042	0.029086956854299607
chr10	82501632	83550208	fold2	0.16983849	-0.13686514070971778	0.091784954	0.3667196034352404	0.10408415	-0.13214334171295933	0.10540012	0.1777905923133508	0.06317767	0.0691658628130131	0.10685708	0.06893351522778543
chr10	83025920	84074496	fold2	0.092814215	-0.03785223367219207	0.09014129	0.37601578706808597	0.11499791	-0.020958286241281817	0.12995644	-0.1376136954878374	0.1245441	-0.24258563310776265	0.110490784	-0.012598812288197597
chr10	83550208	84598784	fold2	0.15041772	0.6725738741489428	0.120666996	0.6365819601672068	0.09630372	0.4747110210569566	0.18962947	0.5167408766259695	0.12539499	0.33952126369923374	0.13648258	0.5280257991396619
chr10	84074496	85123072	fold2	0.19154909	0.6173472894031181	0.109079935	0.6174219298204768	0.106395505	0.4953257320840824	0.23571566	0.4850186436658856	0.08202099	0.5431212767681379	0.14495224	0.5516469743483402
chr10	84598784	85647360	fold2	0.088497564	-0.0387992385717108	0.077768624	0.2887204259756824	0.062746026	0.10840227048228672	0.10141	0.029346588412321736	0.07374149	-0.0019087378571149439	0.08083274	0.07715226168829303
chr10	85123072	86171648	fold2	0.07774191	-0.003688388966238144	0.07371016	0.0653232918705917	0.06240025	-0.0024676323245172377	0.10471123	-0.02122377978236589	0.09349833	-0.17864564169163868	0.08241238	-0.028140430178833654
chr10	85647360	86695936	fold2	0.11072945	0.7633420989179068	0.12901619	0.5966429829764358	0.087438375	0.6333339005622783	0.15795861	0.614218563708532	0.06657706	0.647891099406511	0.11034395	0.6510857291143328
chr11	71759872	72808448	fold1	0.19680774	0.6637008399677718	0.12170357	0.6101519358693605	0.07954638	0.5850012119508132	0.17382991	0.6359113526758311	0.08985564	0.4750844910649378	0.13234866	0.5939699663057428
chr11	72284160	73332736	fold1	0.18459049	0.7995700457326138	0.1493758	0.7971335952799624	0.19472034	0.7787438662457351	0.25118768	0.7744380631403543	0.10115818	0.6960019115915526	0.1762065	0.7691774963980436
chr11	72808448	73857024	fold1	0.1533828	0.7195238136521437	0.13180733	0.7119000358973658	0.07934246	0.7969968811717643	0.14338525	0.7300349216122664	0.08376273	0.6293270276995404	0.118336104	0.7175565360066161
chr11	73332736	74381312	fold1	0.12537394	0.6418522357644116	0.12912375	0.5399363519982744	0.07371148	0.5193206520980679	0.14435554	0.4666842569139944	0.07478019	0.4884385123388159	0.10946898	0.5312464018227129
chr11	73857024	74905600	fold1	0.13117068	0.565292392718063	0.12657835	0.31363617923843123	0.06536623	0.4886220617339137	0.13827145	0.417394539642924	0.078413054	0.426275170284626	0.10795995	0.4422440687235916
chr11	74381312	75429888	fold1	0.16333947	0.5774482655163025	0.13531691	0.4294315148211819	0.09929978	0.4319373318612467	0.17263913	0.4854921111377721	0.09241379	0.405265814762956	0.13260181	0.46591500761989185
chr11	74905600	75954176	fold1	0.19701992	0.5184971085743	0.1367327	0.4658345384073685	0.10865395	0.4208282844434532	0.1934297	0.46406111686744084	0.09453868	0.38671856786897896	0.146075	0.4511879232323083
chr11	75429888	76478464	fold1	0.16796172	0.6834136150459527	0.14288579	0.6214116258320179	0.11640846	0.490598564606007	0.18971372	0.5813148648821695	0.09527421	0.5307437052787217	0.14244878	0.5814964751289737
chr11	75954176	77002752	fold1	0.15731007	0.4710338564874628	0.16831152	0.43050098664356573	0.076142736	0.33165398490681103	0.16437446	0.3935450746120303	0.100457326	0.3085769811470932	0.13331923	0.3870621767593926
chr11	76478464	77527040	fold1	0.15593618	0.5494116579764857	0.12052669	0.6325828101244204	0.08169527	0.3394416906569675	0.17802949	0.4716060959705548	0.082513176	0.5424536469469057	0.12374015	0.5070991803350668
chr11	77002752	78051328	fold1	0.1619577	0.7335472050556487	0.17859985	0.6610220947156922	0.094380155	0.6620606893514623	0.13016008	0.7886855994760066	0.07385764	0.6919468613127344	0.12779109	0.7074524899823089
chr11	77527040	78575616	fold1	0.11194204	0.6932924011988633	0.14527316	0.5548250619263135	0.05616188	0.6927825592179301	0.11992766	0.6629035306250093	0.066855095	0.5564964687174285	0.10003196	0.632060004337109
chr11	78051328	79099904	fold1	0.11307263	0.797787598429159	0.109592214	0.7672797999162564	0.13825122	0.766562675113966	0.13005367	0.7915274136746808	0.08045361	0.6669185283624437	0.11428467	0.758015203099301
chr11	78575616	79624192	fold1	0.08681184	0.6124390033446724	0.13042718	0.38956332222296475	0.080477186	0.12585640180189053	0.096267134	0.533974932726015	0.118651114	0.09366172241911642	0.10252689	0.3510990765029319
chr12	37810176	38858752	fold4	0.26475003	0.20735203953521525	0.2460262	0.5463679661954786	0.15090682	0.39931145578482813	0.35546345	-0.10313402111092355	0.12010424	0.43268766054339997	0.22745013	0.2965170201895997
chr12	38334464	39383040	fold4	0.13775496	0.07026987389954749	0.088932745	0.5281523108277072	0.14612828	0.6432855596907429	0.14243183	0.0676064125350702	0.05656111	0.37626642623444434	0.114361785	0.3371161166375024
chr12	38858752	39907328	fold4	0.1431193	0.4019677852828417	0.10048489	0.680116120919159	0.13242689	0.6030973567151023	0.1558649	0.3645582762606071	0.0795523	0.4711119788029159	0.12228966	0.5041703035961251
chr12	39383040	40431616	fold4	0.1582011	0.26919270895483477	0.11627151	0.507254380801295	0.1073293	0.3537342559741342	0.14405471	0.3760343039907081	0.07517363	0.38974349284406823	0.12020604	0.37919182851300803
chr12	39907328	40955904	fold4	0.12449728	0.38733190147673396	0.10583628	0.522592664534175	0.103282884	0.42238933316130356	0.15006854	0.31717448453770364	0.07001096	0.4576051660808953	0.11073919	0.4214187099581623
chr12	40431616	41480192	fold4	0.14229026	0.3649324258164138	0.10301444	0.7459411628133559	0.07555996	0.4883013083949329	0.19046955	0.15375698753879127	0.068306826	0.5493917875593979	0.11592821	0.46046473442457836
chr12	40955904	42004480	fold4	0.094510496	0.5850428001699388	0.108427115	0.5986515102139462	0.056253858	0.43505488916239193	0.09995351	0.4800785098339864	0.0571308	0.43426860817455387	0.08325515	0.5066192635109634
chr12	41480192	42528768	fold4	0.14235081	0.7286540537741718	0.12638806	0.47971290161996955	0.10435324	0.5980585213487581	0.14315392	0.5827879924766822	0.09293629	0.6237420609751628	0.12183646	0.6025911060389488
chr12	101257216	102305792	fold4	0.17656657	0.6196933940346177	0.12042993	0.7077561224646068	0.07491909	0.6785607088837269	0.16782242	0.528428076004499	0.0820055	0.575531871806196	0.1243487	0.6219940346387293
chr12	101781504	102830080	fold4	0.23130023	0.551634656490795	0.09982263	0.6288818592392857	0.10444945	0.4244906181089209	0.1329248	0.3861878413374598	0.07244097	0.5308234602379451	0.12818763	0.5044036870828814
chr12	102305792	103354368	fold4	0.32190278	0.6352235663457485	0.10199569	0.7614440647905634	0.10080662	0.7865696893233677	0.15665148	0.5674210289757514	0.06530363	0.5752125332489366	0.14933203	0.6651741765368736
chr12	102830080	103878656	fold4	0.22244832	0.7574054896846563	0.15696454	0.7832960074846115	0.18419023	0.8567766874428634	0.21336494	0.7106797728449563	0.10172762	0.7612590656363263	0.17573914	0.7738834046186828
chr12	103354368	104402944	fold4	0.20748633	0.33049393360282897	0.14213698	0.35695745806956025	0.18767339	0.16966933982353596	0.32681596	0.13283762982677372	0.09336698	0.3543685144161072	0.19149593	0.2688653751477612
chr12	103878656	104927232	fold5	0.13279031	0.8165364218253329	0.111483395	0.7501941559214954	0.074169725	0.7917566686129269	0.16721337	0.8228846075170207	0.07932201	0.7173018792712319	0.112995766	0.7797347466296015
chr12	104402944	105451520	fold5	0.1631486	0.7686492249430873	0.11923208	0.5539073281194856	0.11668095	0.622429011878948	0.17935692	0.7969786355472233	0.07822035	0.49812417894578487	0.13132778	0.6480176758869058
chr12	104927232	105975808	fold5	0.1458899	0.7578867674090675	0.1311712	0.7208148533284843	0.112476535	0.7585387211042186	0.13972336	0.8373430441564289	0.09422949	0.7310103977289091	0.12469809	0.7611187567454216
chr12	105451520	106500096	fold5	0.1173918	0.8056818174739508	0.10255023	0.8320595696959112	0.07383837	0.8441223824989953	0.11766574	0.8035274542737575	0.069365636	0.7537393048052828	0.09616236	0.8078261057495796
chr12	112541696	113590272	fold5	0.24057485	0.4914796223556989	0.12241529	0.5663525935474973	0.17120428	0.14802995689576176	0.2761826	0.3158505536958977	0.104027465	0.502437495512808	0.1828809	0.4048300444015328
chr12	113065984	114114560	fold5	0.19166657	0.7386523095630104	0.1473618	0.7580334179966506	0.09775293	0.6753392950923093	0.21025003	0.6596214352854011	0.090046935	0.6417569989794628	0.14741565	0.6946806913833667
chr12	113590272	114638848	fold5	0.16986486	0.808592012068729	0.16037723	0.8486977040695394	0.06944295	0.688490947829338	0.17239821	0.6749577060119779	0.10729713	0.7468046390041412	0.13587607	0.7535086017967451
chr12	114114560	115163136	fold5	0.16049543	0.7889700815230707	0.120347254	0.7257663785886715	0.08316954	0.5992769239212891	0.21039481	0.7183814885759446	0.08370584	0.74016651891966	0.13162258	0.7145122783057272
chr12	114638848	115687424	fold5	0.097899154	0.3582312256027984	0.06591729	0.404424867922381	0.055107895	0.11294082380599717	0.09134249	0.21768553567582358	0.062037896	0.03725294992248009	0.07446094	0.22610708058589601
chr12	115163136	116211712	fold5	0.11694563	0.8057559993656368	0.14123406	0.8230043555825931	0.093901075	0.7444182532912853	0.19908491	0.7933344833297828	0.13579889	0.8141762437110529	0.13739291	0.7961378670560701
chr12	115687424	116736000	fold5	0.23621024	0.8267480560480686	0.13905476	0.8560245968437881	0.15607493	0.8409385854566517	0.2796103	0.8707896590354375	0.13026536	0.8243676213460049	0.18824312	0.84377370374599
chr12	116211712	117260288	fold5	0.15274853	0.6939409305011872	0.10504985	0.7259754682596583	0.078514	0.6878508401181508	0.15552838	0.6661377134414972	0.07779656	0.6249315683197438	0.11392747	0.6797673041280474
chr12	116736000	117784576	fold5	0.19681136	0.8026249243073178	0.11038117	0.8427436517954475	0.076173745	0.7715359458936617	0.17617074	0.7189787666986115	0.08995754	0.772430204965622	0.12989892	0.7816626987321321
chr12	123944960	124993536	fold5	0.34969017	0.43749279743835484	0.2495089	0.46236978534970236	0.17347416	0.3962918102289024	0.49490598	0.31408758341256654	0.13563398	0.4324464816268748	0.28064263	0.4085376916112802
chr12	124469248	125517824	fold5	0.1595984	0.6887246285791648	0.10059164	0.7767270846412262	0.09965088	0.648643167858172	0.21421671	0.6567290903140849	0.10227525	0.6247976386484022	0.13526657	0.67912432200821
chr12	124993536	126042112	fold5	0.21031497	0.32400012589958505	0.08899537	0.6381969681017833	0.10158086	0.27261108677133294	0.19118121	0.2724415146465526	0.08749602	0.603677937237493	0.13591368	0.42218552653134933
chr13	46436352	47484928	fold4	0.12468746	0.8600057347823536	0.12822998	0.8828603671776744	0.15025152	0.8507022843440039	0.11481518	0.8585100922182552	0.087336354	0.7364681830836306	0.121064104	0.8377093323211835
chr13	46960640	48009216	fold4	0.1145271	0.375841932913086	0.095535725	0.4147105993314241	0.059976164	0.2801676974981822	0.12342328	0.4108064062358222	0.19023453	0.3785146906438569	0.116739355	0.37200826532447423
chr13	47484928	48533504	fold4	0.15353449	0.37046029804827535	0.104030766	0.5559995915327582	0.091143146	0.3798907364529251	0.13433595	0.3766649365304158	0.10942648	0.321539164625564	0.11849417	0.4009109454379877
chr13	48009216	49057792	fold4	0.17267177	0.7180342906728188	0.13731873	0.6997078808314791	0.11624322	0.7478294332688715	0.1418168	0.6651259434954513	0.07854304	0.5863732026038836	0.12931871	0.6834141501745008
chr13	48533504	49582080	fold4	0.15401086	0.6873799252757974	0.12798183	0.5902351836986847	0.08619136	0.5584955154964588	0.14753294	0.5263172545676774	0.07639649	0.4035388804847061	0.11842269	0.5531933519046649
chr13	49057792	50106368	fold4	0.32320616	0.3229488903180692	0.17407882	0.44826661513821636	0.11417674	0.5500238596688776	0.3305125	0.19111080046073103	0.12670967	0.31792551180476236	0.21373677	0.36605513547813134
chr13	49582080	50630656	fold4	0.20134081	0.6206660943032484	0.11803859	0.7285497051626509	0.09821355	0.70179841251057	0.19344766	0.5995133365680614	0.089023024	0.5747644776644031	0.14001271	0.6450584052417867
chr13	50106368	51154944	fold4	0.09332549	0.5550274063392954	0.08682587	0.4005869223422241	0.05428637	0.33239564664698257	0.10903516	0.39086866650107577	0.071271636	0.11817914500414237	0.08294891	0.35941155736674407
chr13	50630656	51679232	fold4	0.21898974	0.24178513634239146	0.15030323	0.5227914933872071	0.13253254	0.1230054834926573	0.28971377	0.07696241660282536	0.0929956	0.22515872982685134	0.17690697	0.23794065193038652
chr13	51154944	52203520	fold4	0.36300975	0.5781582186669398	0.22852553	0.6557156208594509	0.16359696	0.6080351599110974	0.25483903	0.6681223474215588	0.109906375	0.5580920157665019	0.22397551	0.6136246725251098
chr14	19988480	21037056	fold7	0.18065259	0.6314211203380133	0.13051392	0.7304513493878365	0.11485766	0.6009783608019453	0.24153848	0.48622328878776144	0.1217701	0.6193933467330762	0.15786655	0.6136934932097265
chr14	20512768	21561344	fold7	0.20379926	0.55230450913992	0.16501871	0.5437308976981393	0.11211156	0.6477396524291724	0.2618582	0.45616668565360236	0.089993425	0.592963011528939	0.16655622	0.5585809512899547
chr14	21037056	22085632	fold7	0.29580274	0.4647886960291755	0.3341385	0.08736555222362356	0.12475728	0.6778706025506974	0.3169374	0.46119750678759935	0.11347127	0.5187228808913131	0.23702145	0.44198904769648173
chr14	21561344	22609920	fold7	0.29452732	-0.16237120965627094	0.12209505	0.36715472801665083	0.13750286	-0.018342762874368857	0.2223339	0.31032310801381535	0.10318614	-0.04439997184616681	0.17592905	0.09047277833073192
chr14	22085632	23134208	fold7	0.19089258	0.537877358886965	0.114337504	0.5618877512451512	0.1574945	0.35137217555244515	0.1678144	0.5194600571129745	0.14078721	0.335886495536023	0.15426524	0.4612967676667118
chr14	22609920	23658496	fold7	0.29115266	0.3625064437875969	0.1364081	0.6336853464325536	0.18406226	0.39232964471624304	0.37025443	0.21647420501313966	0.09917965	0.47639757417477135	0.21621141	0.4162786428248609
chr14	23134208	24182784	fold7	0.22610961	0.7366380452428104	0.14995947	0.8110333257536246	0.1332914	0.6422006403855917	0.29611132	0.5981394034693746	0.10302426	0.7282978039691547	0.1816992	0.7032618437641112
chr14	23658496	24707072	fold7	0.3940411	0.5669570185377097	0.27553576	0.5344773112495617	0.21031253	0.560470221538502	0.44805348	0.547735946478018	0.23013777	0.47394303007872085	0.31161612	0.5367167055765025
