chr	start	stop	type_v2	model	v2_MSE_0	v2_S_0	v2_MSE_1	v2_S_1	v2_MSE_2	v2_S_2	v2_MSE_3	v2_S_3	v2_MSE_4	v2_S_4	v2_MSE	v2_S
chr4	4548608	5597184	fold0	0	0.18762606	0.7542301495015004	0.13801993	0.7363352954105912	0.059705153	0.5271097548653343	0.15968269	0.6055291773530569	0.1405678	0.6441580892353139	0.13712032	0.6534724932731593
chr4	5072896	6121472	fold0	0	0.3548742	0.20939688544404267	0.108918816	0.7265119205742279	0.07380204	0.6015584831291992	0.19812755	0.4223639743997913	0.07510929	0.548918319045728	0.16216639	0.5017499165185979
chr4	5597184	6645760	fold0	0	0.19341128	0.5638275921183689	0.08896658	0.6815275957880838	0.11766022	0.5905858779218857	0.30356994	0.3974042325948599	0.08473633	0.2838967644546101	0.15766887	0.5034484125755616
chr4	6121472	7170048	fold0	0	0.12644143	0.7106985581673533	0.0839229	0.7615646729712556	0.10154797	0.7166531816820336	0.21769488	0.6703430529502131	0.06746619	0.6289959657900813	0.11941467	0.6976510863121874
chr4	6645760	7694336	fold0	0	0.17993838	0.5835937364086713	0.1282341	0.6987607256961343	0.10505083	0.75420624238711	0.26671824	0.7240786265842377	0.09296525	0.6255998378241842	0.15458135	0.6772478337800675
chr4	7170048	8218624	fold0	0	0.29622507	0.49384011673565004	0.08788322	0.753926395313009	0.12225872	0.47451077719701856	0.48779967	0.4795280381418495	0.08320852	0.5488813606549585	0.21547505	0.5501373376084971
chr4	7694336	8742912	fold0	0	0.2528777	0.5059358141770138	0.0905742	0.6847532726458645	0.11450199	0.29545238421276315	0.3475306	0.43496135920761014	0.084014095	0.48159700041626163	0.17789973	0.48053996613190264
chr4	28127232	29175808	fold0	0	0.108501375	0.039755772365168786	0.096453704	0.15672087466781484	0.077750765	0.07149098546220724	0.091421254	0.0541642491409821	0.058649953	0.06013964153013062	0.08655541	0.07645430463326072
chr4	28651520	29700096	fold0	0	0.10804756	0.05222615851754233	0.08954513	0.15010828417915112	0.079913504	0.03557679816796916	0.09669911	0.08649222613127172	0.06482972	0.14400165362052667	0.087807015	0.0936810241232922
chr4	29175808	30224384	fold0	0	0.09034794	0.02580327505697557	0.103142686	0.11378959610383459	0.082588576	0.011652230520443407	0.104547225	0.07433045607429999	0.06929783	0.034629905859002025	0.08998485	0.05204109272291111
chr4	29700096	30748672	fold0	0	0.08246028	0.05529000719883664	0.084459804	0.5447782466357859	0.096744746	0.1978634883832393	0.10446494	0.18883468079219115	0.06404731	0.1847322495120001	0.08643542	0.2342997345044106
chr4	30224384	31272960	fold0	0	0.120044805	0.25993249823582276	0.12006135	0.6998374605502238	0.07839368	0.36129900393960807	0.257301	0.6984180316654602	0.13591646	0.5899063439225027	0.14234348	0.5218786676627236
chr4	30748672	31797248	fold0	0	0.09033641	-0.007513884668504383	0.07705079	0.4873492725787839	0.07846306	0.20626035148372449	0.121436454	-0.022013529340185033	0.104295194	0.2240891104887714	0.09431638	0.17763426410851807
chr4	31272960	32321536	fold0	0	0.0886856	0.015221585059137961	0.1079419	0.2331010060520297	0.08990591	0.05672483617004196	0.13102552	-0.060330045855329834	0.07184665	0.022279921957563238	0.097881116	0.05339946067668862
chr4	31797248	32845824	fold0	0	0.085516825	0.050214263101952754	0.095793396	0.3128646433477551	0.091528125	0.1664676282463722	0.116840966	-0.07127689814396608	0.071495384	0.20420853181060192	0.09223494	0.1324956336725432
chr4	32321536	33370112	fold0	0	0.08583116	0.006930785643151611	0.101915374	0.43426350608827996	0.08552701	0.2615489872158642	0.105623215	0.0047284297511517295	0.0722326	0.2809154960838116	0.09022587	0.19767744095645184
chr4	32845824	33894400	fold0	0	0.19320662	-0.3140726611822431	0.09349295	0.2663964077205696	0.08311353	0.012296822435375335	0.11877126	0.03400291794753126	0.06990469	0.20144123380566137	0.11169781	0.0400129441453789
chr4	33370112	34418688	fold0	0	0.24230887	0.229651422271143	0.0967765	0.1275701793471359	0.07924133	0.041429370195189386	0.13978194	0.1945533283988429	0.06716134	0.20317441526773228	0.12505399	0.1592757430960087
chr4	55785472	56834048	fold0	0	0.14466062	0.6527791489393172	0.12227874	0.7504768289039493	0.07893807	0.6139905219675956	0.14781563	0.6045396731391836	0.07918624	0.6440276285829337	0.11457586	0.6531627603065958
chr4	56309760	57358336	fold0	0	0.19056419	0.6928226068435422	0.14405361	0.7622919143252381	0.08537187	0.8398422841957481	0.19299152	0.7601020430005008	0.112704255	0.8282629749629933	0.1451371	0.7766643646656044
chr4	56834048	57882624	fold0	0	0.26663414	0.5334280726959533	0.107908085	0.7740000276712969	0.089403965	0.6943696909602002	0.23005588	0.5577963580942509	0.09101375	0.738870331428663	0.15700316	0.6596928961700729
chr4	57358336	58406912	fold0	0	0.08450261	0.11457155977658968	0.10915749	0.3012864425216713	0.0724613	0.1717369205073926	0.106965244	0.04668808542012324	0.05897802	0.12938938911555073	0.08641293	0.15273447946826552
chr1	166064128	167112704	fold1	1	0.11928407	0.5424154892863119	0.14537564	0.6307993027178974	0.06939682	0.5993936462705459	0.13093944	0.464066439275332	0.069816016	0.6004252529675933	0.1069624	0.5674200261035361
chr1	166588416	167636992	fold1	1	0.12212448	0.7655185289887727	0.16436031	0.7186126046075422	0.113147296	0.7754889604109432	0.1495467	0.6818339028961715	0.08132083	0.6787939546588923	0.12609991	0.7240495903124643
chr1	167112704	168161280	fold1	1	0.19461852	0.6421498780581512	0.12507696	0.5699797772049969	0.088904105	0.6298456583953681	0.23060247	0.5820003597274296	0.07117323	0.5485889716300679	0.14207506	0.5945129290032027
chr1	167636992	168685568	fold1	1	0.19312488	0.5869903819001475	0.108955145	0.5915148706734239	0.07270964	0.6034943837979985	0.19996302	0.5937400427082028	0.07580843	0.4134040407931447	0.13011222	0.5578287439745835
chr1	168161280	169209856	fold1	1	0.1909246	0.6505526269155327	0.109620556	0.6985724977024117	0.09182146	0.5514188925417526	0.1414097	0.47982328858241013	0.077917084	0.5887620260546749	0.122338675	0.5938258663593563
chr1	168685568	169734144	fold1	1	0.20120944	0.5932409433593917	0.10639677	0.7127348276826171	0.06680748	0.7830067295443198	0.19839162	0.6033072161717995	0.070455894	0.669964053402961	0.12865224	0.6724507540322178
chr1	169209856	170258432	fold1	1	0.20314415	0.5391938644125392	0.12498668	0.6813763602358563	0.092891626	0.6443439931064444	0.18179087	0.4933093331491328	0.083202645	0.6296504949906317	0.1372032	0.5975748091789209
chr1	188002304	189050880	fold1	1	0.107738204	-0.0005557727411133741	0.09168061	0.11827456854225103	0.07752387	-0.0559637577191718	0.09889756	-0.08326885819047099	0.06652097	0.07764060010139559	0.08847224	0.011225355998578091
chr1	188526592	189575168	fold1	1	0.087183684	-0.010423185179070751	0.095068045	0.335098525633783	0.079988286	0.054196966589582285	0.099323735	0.10099418223468325	0.07407675	-0.028843471768308773	0.087128095	0.0902046035021338
chr1	189050880	190099456	fold1	1	0.09202566	-0.010288571593712399	0.097587034	0.3612699466922454	0.09196592	0.021546222176604894	0.11893058	-0.1817268618130821	0.06999203	0.10298196296858178	0.094100244	0.05875653968612752
chr1	189575168	190623744	fold1	1	0.10158486	0.03133072499902184	0.10432657	0.4748984666106458	0.08390407	0.2627441321084762	0.15060091	0.4635478105102625	0.07166341	0.3777409291493614	0.102415964	0.32205241267555357
chr1	190099456	191148032	fold1	1	0.09168898	0.1443362103592244	0.11276965	0.474149769488251	0.090694286	0.35631275395289064	0.19132009	0.5849573184294562	0.08112756	0.39085739047202583	0.11352011	0.3901226885403696
chr1	190623744	191672320	fold1	1	0.089315034	-0.0858361572974107	0.11826886	-0.17069893546272116	0.070013635	0.09383141349987989	0.101676896	-0.09338386251560235	0.06649207	-0.032411660269591185	0.089153305	-0.05769984040908911
chr1	191148032	192196608	fold1	1	0.08871988	0.01956645584850207	0.085863955	0.4959047111403939	0.07599638	0.1863481789330686	0.107584804	0.16748757842567633	0.06311977	0.18729594486380033	0.08425696	0.21132057384228825
chr1	196851712	197900288	fold1	1	0.13112952	0.6711291023116042	0.14758618	0.46827088697577485	0.12202598	0.5168594633797293	0.16838653	0.6167908259176795	0.08655276	0.47291818993781276	0.1311362	0.5491936937045201
chr10	32286720	33335296	fold1	1	0.2816872	0.29992714345527355	0.18041255	0.30467365177108163	0.08660089	0.44422213531031907	0.2572945	0.3733447105174689	0.10702797	0.28144502270061406	0.18260461	0.34072253275095143
chr10	32811008	33859584	fold1	1	0.14690594	0.6958800384408508	0.120979264	0.7460403005868242	0.07278791	0.7483440370546028	0.18146485	0.5654555765189666	0.06553105	0.7305584278364373	0.11753382	0.6972556760875362
chr10	33335296	34383872	fold1	1	0.061252095	0.27194181501928716	0.065810904	0.392126769437827	0.040236704	0.5329986488970456	0.0626963	0.30748392106454814	0.047166612	0.40642325422400516	0.05543253	0.3821948817285426
chr10	33859584	34908160	fold1	1	0.09450967	0.790005413134057	0.115348294	0.6246914905314489	0.09100272	0.5812473635090771	0.09532294	0.7993168792954902	0.07756849	0.5655763082199099	0.09475043	0.6721674909379967
chr10	34383872	35432448	fold1	1	0.13124071	0.774959144335806	0.13128571	0.6475422195726616	0.11468355	0.5485642399052305	0.14057301	0.7286589922914029	0.08253237	0.5427005168656903	0.12006307	0.6484850225941583
chr10	34908160	35956736	fold1	1	0.13649623	0.7867071828318074	0.12805338	0.7557748530264099	0.12684047	0.636333157558666	0.15952377	0.7649566707149021	0.12495725	0.5718036431797211	0.13517423	0.7031151014623014
chr10	35432448	36481024	fold1	1	0.15509619	0.6314520242323992	0.07450442	0.5932201817176417	0.061412293	0.618685262134986	0.08772379	0.6620374370035906	0.13140947	0.48323038413841524	0.10202923	0.5977250578454065
chr10	35956736	37005312	fold1	1	0.10688707	0.11149115886836247	0.09546065	0.5685969058440683	0.057625324	0.21017336536527254	0.11919871	0.5709979916217104	0.058946785	0.12537914155509022	0.08762371	0.31732771265090076
chr11	71759872	72808448	fold1	1	0.14756618	0.7750182949628639	0.09322177	0.7165225953074552	0.0654238	0.6355951820769091	0.13539062	0.7071240709200632	0.07293718	0.5677971381737706	0.10290792	0.6804114562882125
chr11	72284160	73332736	fold1	1	0.10447519	0.8881233303537608	0.08849735	0.8718763876405718	0.107659124	0.8825542221190273	0.11529756	0.8990387498516833	0.06762667	0.796950155379959	0.09671118	0.8677085690690005
chr11	72808448	73857024	fold1	1	0.1977675	0.7131881166637863	0.18339933	0.7214560446664651	0.17058764	0.7419335279460096	0.32048115	0.7504501107443189	0.09509008	0.65436428390517	0.19346514	0.71627841678515
chr11	73332736	74381312	fold1	1	0.15166652	0.6116638206060786	0.0924505	0.7099189239430767	0.090581484	0.43641924938652826	0.12626326	0.5873853801596507	0.066049136	0.6049027662261068	0.10540219	0.5900580280642881
chr11	73857024	74905600	fold1	1	0.17753683	0.5645738061196052	0.1010471	0.5183852483743855	0.08232933	0.3140688143451006	0.13959411	0.4355968338513795	0.08838841	0.3996457647755008	0.11777916	0.4464540934931943
chr11	74381312	75429888	fold1	1	0.14927104	0.6357633347124284	0.13057339	0.537723879980756	0.12864354	0.36900655913168234	0.17090383	0.5993008923317494	0.09867648	0.38852743415503355	0.13561366	0.5060644200623299
chr11	74905600	75954176	fold1	1	0.17222068	0.5339669951550862	0.102541976	0.5336472573989294	0.07246301	0.5794570051666824	0.18714847	0.4454689041303383	0.079127766	0.4805212209666041	0.12270038	0.514612276563528
chr11	75429888	76478464	fold1	1	0.16568382	0.7304891047249665	0.09799968	0.7568547682328509	0.060630403	0.7409930056273708	0.1528907	0.6887878918942072	0.081102714	0.671345805751885	0.11166147	0.717694115246256
chr11	75954176	77002752	fold1	1	0.14613266	0.5509179436611622	0.13635531	0.5923064343311201	0.08867012	0.4676055611157633	0.17649178	0.4677970624696364	0.0830099	0.4892419321950809	0.12613197	0.5135737867545526
chr11	76478464	77527040	fold1	1	0.13907295	0.6310330310956166	0.12922515	0.5803266716048172	0.084834576	0.3198501714460615	0.14081495	0.6210122508140918	0.08567517	0.5031603052800749	0.11592456	0.5310764860481323
chr11	77002752	78051328	fold1	1	0.15012808	0.7755318778906948	0.1628595	0.7098472135313204	0.10740035	0.6682730855363271	0.14843383	0.7662358802521457	0.08225697	0.665996904339648	0.13021575	0.7171769923100272
chr11	77527040	78575616	fold1	1	0.13917428	0.7303391134157361	0.13666321	0.6210824173513344	0.050991997	0.7434651050947434	0.1084563	0.7143984151258	0.063482106	0.5845741378432113	0.09975358	0.678771837766165
chr11	78051328	79099904	fold1	1	0.1390943	0.7765129219142577	0.11784	0.7694417288051197	0.104359835	0.787781660482036	0.13906541	0.791999877564016	0.0851531	0.6762303359239569	0.117102526	0.7603933049378774
chr11	78575616	79624192	fold1	1	0.08894505	0.6594402872498569	0.12607722	0.49649608400739564	0.07535668	0.2382078367147779	0.091021776	0.6036694660086149	0.11721665	0.19873904420905508	0.09972347	0.43931054363794003
chr2	223963136	225011712	fold1	1	0.23982678	0.6707588239092888	0.116216324	0.6780445413481406	0.14213598	0.6746478870309295	0.2558005	0.6813116221481118	0.08483146	0.5875895761978488	0.1677622	0.6584704901268639
chr2	224487424	225536000	fold1	1	0.20781389	0.4156671943735863	0.14997184	0.39490389715658997	0.123002835	0.4238013324097327	0.22955352	0.33403350846576846	0.08553504	0.438927426364822	0.15917543	0.4014666717540999
chr2	225011712	226060288	fold1	1	0.14097378	0.7739264533912226	0.1317455	0.8114023327532909	0.09560731	0.6304571006267412	0.14660597	0.744036566206488	0.11879821	0.7063146887238819	0.12674615	0.733227428340325
chr2	225536000	226584576	fold1	1	0.12806123	0.5487482521378704	0.08568119	0.6087510781700969	0.060962852	0.300588701219725	0.107905075	0.5081574433366546	0.07001319	0.4404613418974338	0.09052472	0.4813413633523561
chr2	226060288	227108864	fold1	1	0.14175291	0.7003089532865427	0.1026309	0.7044364097790733	0.09288192	0.39946501653739763	0.16329193	0.743692874178984	0.086812206	0.6356922075276764	0.117473975	0.6367190922619348
chr2	226584576	227633152	fold1	1	0.20465852	0.4304697021971986	0.1179326	0.5584422548310759	0.10818438	0.48850354902481713	0.25975478	0.2906911542121313	0.10779123	0.26379986318126086	0.1596643	0.40638130468929673
chr2	227108864	228157440	fold1	1	0.16431406	0.6663784695558742	0.09309256	0.7323267444391832	0.12354052	0.6711472234216878	0.17427866	0.5930839216927185	0.067292534	0.6036074829267034	0.12450366	0.6533087684072334
chr2	227633152	228681728	fold1	1	0.14588693	0.5939750937567124	0.100781366	0.7206852294859546	0.093863584	0.620470531001599	0.13645807	0.6301030285162662	0.07825649	0.640081215517701	0.111049294	0.6410630196556466
chr2	228157440	229206016	fold1	1	0.16148393	0.701484553360914	0.14344236	0.738388436136107	0.1042565	0.29426002693090175	0.24296176	0.29628977697566317	0.08838605	0.3231444902336323	0.14810613	0.4707134567274437
chr2	228681728	229730304	fold1	1	0.120244674	0.40213358638550645	0.09323065	0.5705697119926565	0.06587681	0.30264859936134203	0.13072233	0.17990752918762923	0.09615461	0.2791524625986703	0.10124582	0.34688237790516097
chr2	229206016	230254592	fold1	1	0.15474978	0.730385109946545	0.11661786	0.6782203737777002	0.12287325	0.6916657634227266	0.1605511	0.7271483559627865	0.10392	0.6690066536013054	0.13174239	0.6992852513422128
chr2	229730304	230778880	fold1	1	0.17847113	0.6297528936927644	0.096920446	0.716114196387387	0.114461996	0.6282148965677502	0.15598308	0.6254928018906705	0.06983491	0.6492507172572398	0.1231343	0.6497651011591623
chr2	230254592	231303168	fold1	1	0.25309187	0.6105254529518753	0.1766911	0.6605297350088337	0.1319733	0.6574515701503068	0.28078932	0.6823123288448005	0.11850569	0.5072359677095766	0.19221024	0.6236110109330786
chr2	236818432	237867008	fold1	1	0.18534645	0.8352325227211889	0.123721406	0.8364341918115652	0.07608203	0.7234997316837795	0.24227984	0.8462096887578552	0.076533735	0.7145077809733642	0.1407927	0.7911767831895506
chr2	237342720	238391296	fold1	1	0.22916459	0.4384564472408709	0.103754506	0.5578752566324092	0.1004562	0.4045452216933915	0.2249487	0.48432226414957685	0.08593345	0.4743889610883985	0.14885148	0.4719176301609294
chr2	237867008	238915584	fold1	1	0.18898034	0.6841982975605415	0.10777946	0.7584568462782528	0.14795797	0.5019599229789976	0.2228075	0.7760520316325477	0.089589275	0.6833453483416747	0.15142292	0.6808024893584028
chr2	238391296	239439872	fold1	1	0.1313657	0.6644165900449766	0.088897794	0.7208922134851514	0.074640006	0.5677047067505182	0.1451968	0.7505252822246828	0.07450266	0.6272566608400347	0.10292059	0.6661590906690728
chr2	238915584	239964160	fold1	1	0.17820731	0.36969010428402843	0.08979029	0.39341603714863016	0.11238135	-0.05052058546187511	0.24136795	0.32143920603912207	0.066552825	0.3247214541615883	0.13765994	0.2717492432342988
chr2	239439872	240488448	fold1	1	0.12906106	0.7866690716305103	0.093125544	0.6782774122719545	0.07295103	0.4480835541025481	0.21313162	0.7615871848745936	0.07333879	0.6157917675935936	0.11632161	0.65808179809464
chr2	239964160	241012736	fold1	1	0.1351836	0.7210486107761558	0.12384182	0.665425017443466	0.14919029	0.13043673903293793	0.15666322	0.6480603348462947	0.076635756	0.6027847081700106	0.12830295	0.553551082053773
chr2	240488448	241537024	fold1	1	0.121615484	0.5596040551768722	0.108229235	0.5481068787522886	0.11926407	0.23261611056842815	0.18704346	0.5089661428165484	0.06453992	0.3476375799718769	0.12013843	0.4393861534572028
chr21	44253184	45301760	fold1	1	0.17396657	0.49058093622584875	0.07201393	0.8179155822793359	0.08132389	0.6113076554136462	0.21157172	0.6508892479433274	0.06421685	0.6274191678847096	0.1206186	0.6396225179493736
chr21	44777472	45826048	fold1	1	0.14281105	0.6534759844038962	0.097853646	0.6434380270015727	0.0919482	0.49944397315164013	0.17621347	0.6110977094643918	0.07155542	0.6565661104696562	0.116076365	0.6128043608982314
chr10	79880192	80928768	fold2	2	0.24013667	0.46409213611786476	0.24098219	0.31174394586588733	0.12063156	0.44295530090659874	0.27881765	0.35143291293279355	0.13632543	0.30613982040769505	0.2033787	0.3752728232461679
chr10	80404480	81453056	fold2	2	0.12407617	0.6023095687909177	0.09724642	0.7986800136103133	0.09364806	0.4472721991678147	0.16840144	0.3309127821261419	0.1085883	0.4917026060112765	0.11839207	0.5341754339412927
chr10	80928768	81977344	fold2	2	0.08382002	0.10975330531531895	0.12179405	0.5746713039649387	0.098585226	0.26485735741013694	0.10199033	0.06863256670772697	0.066978656	0.1958949863752013	0.094633654	0.24276190395466454
chr10	81453056	82501632	fold2	2	0.08831353	-0.010284906824454208	0.15200378	0.4023996338240431	0.07455418	0.21714830780758834	0.105002955	-0.034679055232286995	0.062273838	0.016426736882525522	0.09642965	0.11820214329148315
chr10	81977344	83025920	fold2	2	0.13221435	0.20172659089229641	0.117862985	0.33227023488233637	0.07715676	0.28699192184762806	0.103045315	0.03982637633352214	0.06068215	0.024197816327590726	0.09819231	0.17700258805667474
chr10	82501632	83550208	fold2	2	0.1487413	0.05292332967280166	0.0873012	0.4419270603250596	0.09724974	0.06841750594993136	0.10403731	0.20909750613629582	0.061552245	0.07031327066255601	0.099776365	0.16853573454932888
chr10	83025920	84074496	fold2	2	0.07641285	0.18457613492129646	0.07385972	0.5343771500059205	0.09345525	0.4984210053400026	0.10655676	0.20318612123179897	0.11180811	-0.012469908796505284	0.09241854	0.2816181005405026
chr10	83550208	84598784	fold2	2	0.12684019	0.7481762343114802	0.15613902	0.6210664006515934	0.14099409	0.4548758114520419	0.19216557	0.5589619949737972	0.15753117	0.4067482950303203	0.15473399	0.5579657472838466
chr10	84074496	85123072	fold2	2	0.17195341	0.6983382496751541	0.10883902	0.6054896923918088	0.08610592	0.5988228390487444	0.2373767	0.5329461623781098	0.07805871	0.5710214398839037	0.13646676	0.6013236766755442
chr10	84598784	85647360	fold2	2	0.084003516	-0.049076752916353245	0.080454044	0.384698960900509	0.05978441	0.22837319385594781	0.09789284	0.03643930927206202	0.06679833	0.21150672578315394	0.07778663	0.1623882873790639
chr10	85123072	86171648	fold2	2	0.07201114	0.02796717292039695	0.06686256	0.23517385992241036	0.05790151	0.23142614374489878	0.09940557	0.03632011768216671	0.07956716	0.16146048207820723	0.07514959	0.13846955526961602
chr10	85647360	86695936	fold2	2	0.15881163	0.7736782703133346	0.19897048	0.6336051753282477	0.15040435	0.610758612597231	0.24687791	0.5741303017573844	0.13168946	0.635444449856232	0.17735076	0.645523361970486
chr18	47030272	48078848	fold2	2	0.17580606	0.829236343109806	0.08651059	0.8489990083879836	0.10024095	0.7832611449621745	0.23994382	0.6534977656488296	0.083089314	0.8282521627790804	0.13711813	0.7886492849775748
chr18	47554560	48603136	fold2	2	0.32066122	0.6631846830701016	0.14350556	0.7607389206652605	0.14592677	0.5572115353723396	0.5603739	0.38782885371734077	0.07372525	0.7670751122873959	0.24883851	0.6272078210224876
chr18	48078848	49127424	fold2	2	0.4101517	0.7067891242881029	0.27978638	0.676193701615685	0.17665929	0.7748961593621295	0.4135424	0.7206446889731517	0.13060765	0.6153703335618042	0.28214946	0.6987788015601748
chr18	48603136	49651712	fold2	2	0.12148107	0.8274521598541564	0.10290034	0.7994785131884902	0.06579934	0.7788256573823974	0.12640065	0.7748627147799024	0.07058154	0.7314945615353561	0.09743259	0.7824227213480606
chr18	49127424	50176000	fold2	2	0.16358466	0.7708043067186467	0.13318616	0.754388186649858	0.090683125	0.7229828151944734	0.22850037	0.7169003623010178	0.072429225	0.7330690609622267	0.1376767	0.7396289463652446
chr2	71389184	72437760	fold2	2	0.1454742	0.7717665276602995	0.086132154	0.7748600659831603	0.061286584	0.5719695781600868	0.111026116	0.68440145197704	0.077678725	0.6806733297768756	0.096319556	0.6967341907114925
chr2	71913472	72962048	fold2	2	0.119711675	0.6379833144194293	0.09441276	0.6799315004761879	0.06818678	0.5687134393857446	0.119726524	0.5452051671265847	0.06901516	0.5612515890558276	0.09421058	0.5986170020927548
chr2	72437760	73486336	fold2	2	0.1287361	0.7585263592043595	0.10359643	0.6942189450994675	0.08603428	0.563376303732597	0.13530463	0.738775787963792	0.07078065	0.5746386374806568	0.10489042	0.6659072066961745
chr2	72962048	74010624	fold2	2	0.14618923	0.7325400123502239	0.14079475	0.5675588642364164	0.10506187	0.5971880190802149	0.21833459	0.6749695388759085	0.08876941	0.5498793473290289	0.13982996	0.6244271563743585
chr2	73486336	74534912	fold2	2	0.14166327	0.7637243039914576	0.13988358	0.600172411815883	0.08102488	0.7380358668378253	0.1825767	0.7411315738689049	0.07032243	0.6673360421649553	0.12309418	0.7020800397358051
chr2	74010624	75059200	fold2	2	0.16720581	0.5418323778672366	0.120493114	0.6001271174591253	0.07621498	0.641632293174805	0.13128074	0.6293775567823497	0.08239831	0.542586121030217	0.115518585	0.5911110932627468
chr2	74534912	75583488	fold2	2	0.25738582	0.41683420760670425	0.11444995	0.7248814169485231	0.055539556	0.7664745535021744	0.15822753	0.5210671839356298	0.07745086	0.6694098508484296	0.13261075	0.6197334425682923
chr2	75059200	76107776	fold2	2	0.23648676	0.7357858588571734	0.14853969	0.750391698022886	0.11064996	0.815619978834481	0.2136128	0.7106915477096247	0.12146417	0.6490725753385119	0.16615067	0.7323123317525353
chr2	75583488	76632064	fold2	2	0.11220964	0.48641985927832954	0.10515414	0.4812010104943684	0.07149077	0.49174696123361833	0.12522782	0.4524674421436829	0.10608049	0.5024240765781123	0.10403256	0.48285186994562235
chr2	76107776	77156352	fold2	2	0.08547777	0.069701975393773	0.14939927	0.5086491651755262	0.113589086	0.6265625839545549	0.11463011	0.22967459321063063	0.0698488	0.12612794393607926	0.106589004	0.3121432523341128
chr21	14475264	15523840	fold2	2	0.19052036	0.36494591472685883	0.089112915	0.718553791712729	0.083557524	0.6051469319106426	0.24190733	0.15061299717976678	0.06293814	0.38533986683954835	0.13360725	0.4449199004739091
chr21	14999552	16048128	fold2	2	0.1364343	0.6286288706860441	0.1155926	0.6845267329108894	0.067904055	0.6910423717746528	0.16320163	0.5509542037755186	0.08172827	0.5810050181922481	0.11297218	0.6272314394678705
