seqnames	start	end	width	strand	score	phyloP	rmsk	name	isBound	TF	chipseq.score	rownames
23	chr6	50679341	50679359	19	+	18.5217	1.16147368421053	FALSE	CTCF	TRUE	CTCF	372.071014404297	TFBS_10067
24	chr6	51209181	51209199	19	+	20.4856	1.28284210526316	FALSE	CTCF	TRUE	CTCF	281.661010742188	TFBS_10070
25	chr6	51509441	51509459	19	+	10.661	-0.0476842105263158	FALSE	CTCF	TRUE	CTCF	410.321014404297	TFBS_10072
26	chr6	51586156	51586174	19	+	19.6371	2.53389473684211	FALSE	CTCF	TRUE	CTCF	410.710998535156	TFBS_10074
27	chr6	51876106	51876124	19	+	17.5023	2.47405263157895	FALSE	CTCF	TRUE	CTCF	222.546997070312	TFBS_10078
28	chr6	52257118	52257136	19	+	14.9009	3.13321052631579	FALSE	CTCF	TRUE	CTCF	388.164001464844	TFBS_10081
29	chr6	52306049	52306067	19	+	10.6914	2.158	FALSE	CTCF	TRUE	CTCF	295.570007324219	TFBS_10082
30	chr6	52663169	52663187	19	+	15.587	1.37084210526316	FALSE	CTCF	TRUE	CTCF	238.882995605469	TFBS_10084
31	chr6	52797601	52797619	19	+	13.6669	0.336842105263158	FALSE	CTCF	TRUE	CTCF	150.873992919922	TFBS_10085
32	chr6	52843224	52843242	19	+	17.8273	2.38268421052632	FALSE	CTCF	TRUE	CTCF	360.153015136719	TFBS_10086
33	chr6	52972295	52972313	19	+	15.2473	0.0973157894736842	FALSE	CTCF	TRUE	CTCF	382.502990722656	TFBS_10087
34	chr6	53164676	53164694	19	+	17.0404	2.39294736842105	FALSE	CTCF	TRUE	CTCF	157.160003662109	TFBS_10088
35	chr6	53818905	53818923	19	+	16.0204	0.790894736842105	FALSE	CTCF	TRUE	CTCF	297.555999755859	TFBS_10093
36	chr6	53968679	53968697	19	+	15.5376	-0.139368421052632	FALSE	CTCF	TRUE	CTCF	312.957000732422	TFBS_10094
37	chr6	54255011	54255029	19	+	10.2292	-0.325157894736842	FALSE	CTCF	TRUE	CTCF	280.792999267578	TFBS_10097
38	chr1	13134469	13134487	19	-	16.7955	0.300947368421053	FALSE	CTCF	TRUE	CTCF	343.657012939453	TFBS_1010
39	chr6	54974695	54974713	19	+	12.6514	0.932157894736842	FALSE	CTCF	TRUE	CTCF	144.587005615234	TFBS_10102
40	chr6	55017170	55017188	19	+	20.7658	0.678842105263158	FALSE	CTCF	TRUE	CTCF	404.170989990234	TFBS_10103
41	chr6	55090816	55090834	19	+	12.7624	0.0826842105263158	FALSE	CTCF	TRUE	CTCF	246.888000488281	TFBS_10104
42	chr6	55461261	55461279	19	+	21.2189	-0.574157894736842	FALSE	CTCF	TRUE	CTCF	305.93798828125	TFBS_10110
43	chr6	55519968	55519986	19	+	23.9796	0.797894736842105	FALSE	CTCF	TRUE	CTCF	348.147003173828	TFBS_10111
44	chr6	55551116	55551134	19	+	12.8069	1.878	FALSE	CTCF	TRUE	CTCF	185.136993408203	TFBS_10113
45	chr6	56066835	56066853	19	+	16.5905	1.03926315789474	FALSE	CTCF	TRUE	CTCF	198.205993652344	TFBS_10116
46	chr6	57609809	57609827	19	+	14.0847	0.021421052631579	FALSE	CTCF	TRUE	CTCF	139.091995239258	TFBS_10119
47	chr1	13500664	13500682	19	-	19.2467	-0.194894736842105	FALSE	CTCF	TRUE	CTCF	299.652008056641	TFBS_1012
48	chr1	13531683	13531701	19	-	10.2977	1.36763157894737	FALSE	CTCF	TRUE	CTCF	396.411987304688	TFBS_1013
49	chr1	13589796	13589814	19	-	13.9995	1.196	FALSE	CTCF	TRUE	CTCF	528.549011230469	TFBS_1014
50	chr6	67170360	67170378	19	+	14.6045	0.811947368421053	FALSE	CTCF	TRUE	CTCF	472.200012207031	TFBS_10149
51	chr1	13590017	13590035	19	-	14.0711	1.20247368421053	FALSE	CTCF	TRUE	CTCF	528.549011230469	TFBS_1015
52	chr6	67982413	67982431	19	+	10.4679	0.221684210526316	FALSE	CTCF	TRUE	CTCF	93.8870010375977	TFBS_10157
53	chr6	70805492	70805510	19	+	19.2815	0.170157894736842	FALSE	CTCF	TRUE	CTCF	372.071014404297	TFBS_10168
54	chr6	70812040	70812058	19	+	19.5341	1.17057894736842	FALSE	CTCF	TRUE	CTCF	427.7080078125	TFBS_10169
55	chr1	14636053	14636071	19	-	12.0736	4.28326315789474	FALSE	CTCF	TRUE	CTCF	118.227996826172	TFBS_1017
56	chr6	71149757	71149775	19	+	21.8301	0.816105263157895	FALSE	CTCF	TRUE	CTCF	382.502990722656	TFBS_10171
57	chr6	72355487	72355505	19	+	14.0714	1.23110526315789	FALSE	CTCF	TRUE	CTCF	140.059005737305	TFBS_10179
58	chr1	14729231	14729249	19	-	19.971	0.90978947368421	FALSE	CTCF	TRUE	CTCF	271.22900390625	TFBS_1018
59	chr6	72535344	72535362	19	+	13.4296	0.143631578947368	FALSE	CTCF	TRUE	CTCF	518.117004394531	TFBS_10181
60	chr6	73029042	73029060	19	+	11.3244	-0.223263157894737	FALSE	CTCF	TRUE	CTCF	125.182998657227	TFBS_10187
61	chr6	73367795	73367813	19	+	20.3504	1.50526315789474	FALSE	CTCF	TRUE	CTCF	368.592987060547	TFBS_10188
62	chr6	73518178	73518196	19	+	22.5803	-0.0455263157894737	FALSE	CTCF	TRUE	CTCF	348.147003173828	TFBS_10189
63	chr6	74340994	74341012	19	+	13.6977	1.09721052631579	FALSE	CTCF	TRUE	CTCF	72.9260025024414	TFBS_10190
64	chr6	77577787	77577805	19	+	10.092	0.504157894736842	FALSE	CTCF	TRUE	CTCF	219.070007324219	TFBS_10193
65	chr6	77650278	77650296	19	+	17.6951	0.685263157894737	FALSE	CTCF	TRUE	CTCF	288.615997314453	TFBS_10196
66	chr1	34738542	34738560	19	+	24.017	0.254526315789474	FALSE	CTCF	TRUE	CTCF	385.980010986328	TFBS_102
67	chr1	14980503	14980521	19	-	15.1559	0.224157894736842	FALSE	CTCF	TRUE	CTCF	232.97900390625	TFBS_1020
68	chr6	78544392	78544410	19	+	19.07	0.990578947368421	FALSE	CTCF	TRUE	CTCF	264.111999511719	TFBS_10200
69	chr6	82585574	82585592	19	+	10.3499	-0.0621578947368421	FALSE	CTCF	TRUE	CTCF	108.963996887207	TFBS_10203
70	chr6	82714398	82714416	19	+	11.9408	0.350631578947368	FALSE	CTCF	TRUE	CTCF	455.526000976562	TFBS_10206
71	chr6	83055303	83055321	19	+	10.447	0.00110526315789474	FALSE	CTCF	TRUE	CTCF	208.638000488281	TFBS_10211
72	chr6	83107752	83107770	19	+	20.4734	2.66478947368421	FALSE	CTCF	TRUE	CTCF	507.684997558594	TFBS_10213
73	chr6	83356706	83356724	19	+	22.3405	0.381789473684211	FALSE	CTCF	TRUE	CTCF	504.2080078125	TFBS_10219
74	chr6	83758445	83758463	19	+	10.8035	1.45626315789474	FALSE	CTCF	TRUE	CTCF	379.024993896484	TFBS_10222
75	chr6	84096059	84096077	19	+	17.1501	1.51736842105263	FALSE	CTCF	TRUE	CTCF	413.798004150391	TFBS_10228
76	chr6	84320765	84320783	19	+	15.4684	2.10373684210526	FALSE	CTCF	TRUE	CTCF	166.910003662109	TFBS_10229
77	chr6	85037908	85037926	19	+	17.0841	1.10326315789474	FALSE	CTCF	TRUE	CTCF	408.173004150391	TFBS_10236
78	chr6	85141168	85141186	19	+	18.602	0.0931052631578947	FALSE	CTCF	TRUE	CTCF	379.024993896484	TFBS_10238
79	chr6	85160395	85160413	19	+	16.2437	0.96978947368421	FALSE	CTCF	TRUE	CTCF	353.411010742188	TFBS_10242
80	chr6	85237181	85237199	19	+	14.7298	-0.331894736842105	FALSE	CTCF	TRUE	CTCF	417.276000976562	TFBS_10244
81	chr6	85451587	85451605	19	+	10.5542	-0.262315789473684	FALSE	CTCF	TRUE	CTCF	438.139007568359	TFBS_10249
82	chr6	85477852	85477870	19	+	12.2492	3.74905263157895	FALSE	CTCF	TRUE	CTCF	438.139007568359	TFBS_10251
83	chr6	85936985	85937003	19	+	19.4204	-0.148736842105263	FALSE	CTCF	TRUE	CTCF	414.515991210938	TFBS_10253
84	chr6	86260522	86260540	19	+	13.3649	0.0198421052631579	FALSE	CTCF	TRUE	CTCF	238.882995605469	TFBS_10257
85	chr6	86294004	86294022	19	+	11.6709	-0.121105263157895	FALSE	CTCF	TRUE	CTCF	201.164993286133	TFBS_10258
86	chr6	86355153	86355171	19	+	14.6337	0.0583157894736843	FALSE	CTCF	TRUE	CTCF	406.843994140625	TFBS_10259
87	chr6	86365447	86365465	19	+	14.2998	0.0234736842105263	FALSE	CTCF	TRUE	CTCF	406.843994140625	TFBS_10260
88	chr6	86420656	86420674	19	+	11.2384	0.240894736842105	FALSE	CTCF	TRUE	CTCF	360.040008544922	TFBS_10261
89	chr6	86472298	86472316	19	+	12.8457	1.74878947368421	FALSE	CTCF	TRUE	CTCF	472.200012207031	TFBS_10263
90	chr6	86747417	86747435	19	+	13.301	0.573	FALSE	CTCF	TRUE	CTCF	374.575012207031	TFBS_10265
91	chr6	87101403	87101421	19	+	19.561	-0.0157368421052632	FALSE	CTCF	TRUE	CTCF	476.201995849609	TFBS_10268
92	chr1	15993733	15993751	19	-	15.3614	1.3908947368421	FALSE	CTCF	TRUE	CTCF	196.973999023438	TFBS_1027
93	chr6	87466402	87466420	19	+	19.4743	-0.247842105263158	FALSE	CTCF	TRUE	CTCF	392.934997558594	TFBS_10271
94	chr6	87513562	87513580	19	+	10.3374	0.0842105263157895	FALSE	CTCF	TRUE	CTCF	462.480987548828	TFBS_10272
95	chr6	87887718	87887736	19	+	18.4448	0.161157894736842	FALSE	CTCF	TRUE	CTCF	479.867004394531	TFBS_10277
96	chr6	88106136	88106154	19	+	10.3029	0.00910526315789471	FALSE	CTCF	TRUE	CTCF	441.617004394531	TFBS_10278
97	chr6	88113304	88113322	19	+	21.9708	0.583789473684211	FALSE	CTCF	TRUE	CTCF	441.617004394531	TFBS_10279
98	chr1	16007075	16007093	19	-	15.4473	-0.198473684210526	FALSE	CTCF	TRUE	CTCF	196.973999023438	TFBS_1028
99	chr6	88189629	88189647	19	+	17.1521	0.841157894736842	FALSE	CTCF	TRUE	CTCF	504.2080078125	TFBS_10281
100	chr6	88193964	88193982	19	+	14.7472	1.06057894736842	FALSE	CTCF	TRUE	CTCF	41.7276000976562	TFBS_10282
101	chr6	88960143	88960161	19	+	15.1536	0.0878421052631579	FALSE	CTCF	TRUE	CTCF	136.205001831055	TFBS_10286
102	chr6	89351493	89351511	19	+	10.0798	-0.376842105263158	FALSE	CTCF	TRUE	CTCF	118.227996826172	TFBS_10289
103	chr6	89679565	89679583	19	+	12.1914	0.332894736842105	FALSE	CTCF	TRUE	CTCF	441.617004394531	TFBS_10291
104	chr6	90435347	90435365	19	+	17.7749	0.545631578947368	FALSE	CTCF	TRUE	CTCF	351.207000732422	TFBS_10293
105	chr6	90607336	90607354	19	+	21.6812	0.349578947368421	FALSE	CTCF	TRUE	CTCF	469.434997558594	TFBS_10296
106	chr6	90653912	90653930	19	+	16.1457	0.258052631578947	FALSE	CTCF	TRUE	CTCF	292.092987060547	TFBS_10298
107	chr6	91105722	91105740	19	+	13.7738	NA	FALSE	CTCF	TRUE	CTCF	115.250999450684	TFBS_10302
108	chr6	91165389	91165407	19	+	15.316	1.07794736842105	FALSE	CTCF	TRUE	CTCF	389.457000732422	TFBS_10303
109	chr6	91285601	91285619	19	+	18.3627	0.100894736842105	FALSE	CTCF	TRUE	CTCF	559.844970703125	TFBS_10305
110	chr6	91776684	91776702	19	+	15.5068	0.578052631578947	FALSE	CTCF	TRUE	CTCF	472.911987304688	TFBS_10313
111	chr6	92071302	92071320	19	+	15.2294	2.01321052631579	FALSE	CTCF	TRUE	CTCF	496.209991455078	TFBS_10315
112	chr6	92286680	92286698	19	+	17.8735	0.114736842105263	FALSE	CTCF	TRUE	CTCF	260.796997070312	TFBS_10318
113	chr6	92785010	92785028	19	+	15.6616	0.612105263157895	FALSE	CTCF	TRUE	CTCF	427.7080078125	TFBS_10322
114	chr6	92787482	92787500	19	+	17.0887	1.26547368421053	FALSE	CTCF	TRUE	CTCF	427.7080078125	TFBS_10323
115	chr6	94597330	94597348	19	+	11.4683	-0.0032105263157895	FALSE	CTCF	TRUE	CTCF	382.502990722656	TFBS_10335
116	chr6	94623159	94623177	19	+	21.9225	1.59352631578947	FALSE	CTCF	TRUE	CTCF	382.502990722656	TFBS_10336
117	chr6	95098507	95098525	19	+	11.2728	0.96578947368421	FALSE	CTCF	TRUE	CTCF	472.911987304688	TFBS_10339
118	chr1	17123611	17123629	19	-	13.2917	NA	FALSE	CTCF	TRUE	CTCF	351.207000732422	TFBS_1034
119	chr6	95484579	95484597	19	+	13.3759	2.52331578947368	FALSE	CTCF	TRUE	CTCF	228.09700012207	TFBS_10341
120	chr6	102003490	102003508	19	+	10.0946	-0.022421052631579	FALSE	CTCF	TRUE	CTCF	124.023002624512	TFBS_10360
121	chr6	104028647	104028665	19	+	20.922	1.51794736842105	FALSE	CTCF	TRUE	CTCF	380.161010742188	TFBS_10366
122	chr6	108367621	108367639	19	+	15.0496	1.22705263157895	FALSE	CTCF	TRUE	CTCF	146.046005249023	TFBS_10372
123	chr6	108417696	108417714	19	+	10.5977	0.758684210526316	FALSE	CTCF	TRUE	CTCF	299.048004150391	TFBS_10373
124	chr6	108426875	108426893	19	+	11.8172	2.35905263157895	FALSE	CTCF	TRUE	CTCF	239.932998657227	TFBS_10374
125	chr6	108773105	108773123	19	+	13.6425	0.530947368421053	FALSE	CTCF	TRUE	CTCF	413.798004150391	TFBS_10377
126	chr6	112700564	112700582	19	+	15.2711	0.856473684210526	FALSE	CTCF	TRUE	CTCF	340.774993896484	TFBS_10389
127	chr6	112717334	112717352	19	+	17.5342	0.0917368421052632	FALSE	CTCF	TRUE	CTCF	250.365005493164	TFBS_10390
128	chr6	113038209	113038227	19	+	16.3993	1.54905263157895	FALSE	CTCF	TRUE	CTCF	424.230010986328	TFBS_10392
129	chr6	113638370	113638388	19	+	13.067	0.199473684210526	FALSE	CTCF	TRUE	CTCF	542.4580078125	TFBS_10395
130	chr6	113638436	113638454	19	+	10.4318	-0.413210526315789	FALSE	CTCF	TRUE	CTCF	542.4580078125	TFBS_10396
131	chr6	113761850	113761868	19	+	18.0786	0.946052631578947	FALSE	CTCF	TRUE	CTCF	340.144012451172	TFBS_10397
132	chr1	34893966	34893984	19	+	12.7968	0.033	FALSE	CTCF	TRUE	CTCF	236.455993652344	TFBS_104
133	chr6	114224577	114224595	19	+	15.9315	-0.0276842105263158	FALSE	CTCF	TRUE	CTCF	234.692001342773	TFBS_10401
134	chr6	115066198	115066216	19	+	13.9091	0.451947368421053	FALSE	CTCF	TRUE	CTCF	472.911987304688	TFBS_10407
135	chr6	115227719	115227737	19	+	19.7735	1.427	FALSE	CTCF	TRUE	CTCF	375.548004150391	TFBS_10409
136	chr6	115770224	115770242	19	+	17.4118	3.21436842105263	FALSE	CTCF	TRUE	CTCF	354.683990478516	TFBS_10411
137	chr6	115838355	115838373	19	+	11.6956	-0.138052631578947	FALSE	CTCF	TRUE	CTCF	59.644100189209	TFBS_10413
138	chr6	115901178	115901196	19	+	16.5477	1.49942105263158	FALSE	CTCF	TRUE	CTCF	351.207000732422	TFBS_10414
139	chr6	116136127	116136145	19	+	11.7163	0.110473684210526	FALSE	CTCF	TRUE	CTCF	121.537002563477	TFBS_10416
140	chr6	116468250	116468268	19	+	11.5196	0.172	FALSE	CTCF	TRUE	CTCF	125.182998657227	TFBS_10419
141	chr6	117081115	117081133	19	+	16.8691	0.309526315789474	FALSE	CTCF	TRUE	CTCF	282.888000488281	TFBS_10424
142	chr6	117166990	117167008	19	+	21.3333	0.874473684210526	FALSE	CTCF	TRUE	CTCF	420.752990722656	TFBS_10425
143	chr6	117249430	117249448	19	+	20.905	0.787315789473684	FALSE	CTCF	TRUE	CTCF	351.207000732422	TFBS_10427
144	chr6	117660728	117660746	19	+	16.9736	0.215473684210526	FALSE	CTCF	TRUE	CTCF	299.048004150391	TFBS_10428
145	chr6	117675592	117675610	19	+	20.0406	0.0432105263157894	FALSE	CTCF	TRUE	CTCF	460.195007324219	TFBS_10429
146	chr1	18976907	18976925	19	-	12.1567	3.13173684210526	FALSE	CTCF	TRUE	CTCF	146.046005249023	TFBS_1043
147	chr6	117675631	117675649	19	+	16.1136	0.344368421052632	FALSE	CTCF	TRUE	CTCF	460.195007324219	TFBS_10430
148	chr6	117758692	117758710	19	+	15.997	NA	FALSE	CTCF	TRUE	CTCF	422.511993408203	TFBS_10431
149	chr6	117932815	117932833	19	+	12.9125	0.255157894736842	FALSE	CTCF	TRUE	CTCF	335.274993896484	TFBS_10433
150	chr6	117995382	117995400	19	+	12.3866	0.0463684210526316	FALSE	CTCF	TRUE	CTCF	141.772003173828	TFBS_10434
151	chr6	118088150	118088168	19	+	13.9776	3.24526315789474	FALSE	CTCF	TRUE	CTCF	246.888000488281	TFBS_10437
152	chr6	118179791	118179809	19	+	18.1765	0.893578947368421	FALSE	CTCF	TRUE	CTCF	404.424987792969	TFBS_10438
153	chr1	19056517	19056535	19	-	14.3203	-0.0934736842105263	FALSE	CTCF	TRUE	CTCF	309.47900390625	TFBS_1044
154	chr6	118606212	118606230	19	+	19.4659	3.55136842105263	FALSE	CTCF	TRUE	CTCF	240.97900390625	TFBS_10441
155	chr6	118646838	118646856	19	+	21.3359	0.204526315789474	FALSE	CTCF	TRUE	CTCF	344.252014160156	TFBS_10443
156	chr6	118923056	118923074	19	+	17.9116	0.537526315789474	FALSE	CTCF	TRUE	CTCF	358.161987304688	TFBS_10444
157	chr6	119129831	119129849	19	+	16.8499	0.747263157894737	FALSE	CTCF	TRUE	CTCF	284.983001708984	TFBS_10445
158	chr6	119220466	119220484	19	+	21.0833	1.39263157894737	FALSE	CTCF	TRUE	CTCF	361.639007568359	TFBS_10447
159	chr6	119483167	119483185	19	+	10.4706	0.612473684210526	FALSE	CTCF	TRUE	CTCF	331.084014892578	TFBS_10449
160	chr6	120539213	120539231	19	+	20.5562	0.544842105263158	FALSE	CTCF	TRUE	CTCF	544.22998046875	TFBS_10457
161	chr1	20306349	20306367	19	-	10.9066	2.52342105263158	FALSE	CTCF	TRUE	CTCF	215.832992553711	TFBS_1046
162	chr6	120771553	120771571	19	+	16.1784	0.224894736842105	FALSE	CTCF	TRUE	CTCF	56.2605018615723	TFBS_10460
163	chr6	120836100	120836118	19	+	19.0344	0.113052631578947	FALSE	CTCF	TRUE	CTCF	184.401000976562	TFBS_10462
164	chr6	120898325	120898343	19	+	20.5447	0.715473684210526	FALSE	CTCF	TRUE	CTCF	432.183013916016	TFBS_10463
165	chr6	120915341	120915359	19	+	10.0224	-0.503157894736842	FALSE	CTCF	TRUE	CTCF	163.432998657227	TFBS_10465
166	chr6	121260743	121260761	19	+	20.6858	0.0588947368421053	FALSE	CTCF	TRUE	CTCF	354.683990478516	TFBS_10468
167	chr1	20450296	20450314	19	-	10.0069	2.77921052631579	FALSE	CTCF	TRUE	CTCF	272.411010742188	TFBS_1047
168	chr6	121378180	121378198	19	+	13.2012	0.160157894736842	FALSE	CTCF	TRUE	CTCF	113.154998779297	TFBS_10472
169	chr6	122402420	122402438	19	+	19.3018	0.280894736842105	FALSE	CTCF	TRUE	CTCF	438.139007568359	TFBS_10477
170	chr6	122464092	122464110	19	+	12.6209	3.58294736842105	FALSE	CTCF	TRUE	CTCF	163.445999145508	TFBS_10478
171	chr6	122660666	122660684	19	+	17.186	0.0868421052631579	FALSE	CTCF	TRUE	CTCF	396.411987304688	TFBS_10480
172	chr6	122669541	122669559	19	+	15.8541	-0.0459473684210526	FALSE	CTCF	TRUE	CTCF	744.315002441406	TFBS_10481
173	chr6	122740133	122740151	19	+	20.625	0.55378947368421	FALSE	CTCF	TRUE	CTCF	376.158996582031	TFBS_10484
174	chr6	122828270	122828288	19	+	19.008	1.36189473684211	FALSE	CTCF	TRUE	CTCF	406.843994140625	TFBS_10486
175	chr6	122892622	122892640	19	+	16.9614	0.599789473684211	FALSE	CTCF	TRUE	CTCF	434.661987304688	TFBS_10488
176	chr6	124415966	124415984	19	+	14.2072	0.637210526315789	FALSE	CTCF	TRUE	CTCF	420.752990722656	TFBS_10492
177	chr1	20554592	20554610	19	-	18.2089	1.23294736842105	FALSE	CTCF	TRUE	CTCF	303.842987060547	TFBS_1050
178	chr6	124717006	124717024	19	+	21.7744	1.14352631578947	FALSE	CTCF	TRUE	CTCF	333.821014404297	TFBS_10502
179	chr6	124745561	124745579	19	+	20.1004	0.579157894736842	FALSE	CTCF	TRUE	CTCF	552.890014648438	TFBS_10503
180	chr6	125328422	125328440	19	+	20.1659	-0.196894736842105	FALSE	CTCF	TRUE	CTCF	324.796997070312	TFBS_10510
181	chr6	125362220	125362238	19	+	15.4095	-0.116368421052632	FALSE	CTCF	TRUE	CTCF	213.738006591797	TFBS_10511
182	chr6	125743727	125743745	19	+	15.614	0.560421052631579	FALSE	CTCF	TRUE	CTCF	156.477996826172	TFBS_10515
183	chr6	126564044	126564062	19	+	15.5109	0.780842105263158	FALSE	CTCF	TRUE	CTCF	387.661010742188	TFBS_10520
184	chr6	126955916	126955934	19	+	22.4964	3.48078947368421	FALSE	CTCF	TRUE	CTCF	316.433990478516	TFBS_10523
185	chr6	127267001	127267019	19	+	17.734	-0.0926842105263158	FALSE	CTCF	TRUE	CTCF	323.389007568359	TFBS_10526
186	chr6	127617745	127617763	19	+	15.1059	0.697263157894737	FALSE	CTCF	TRUE	CTCF	333.821014404297	TFBS_10531
187	chr6	127670209	127670227	19	+	14.5597	0.129947368421053	FALSE	CTCF	TRUE	CTCF	222.119003295898	TFBS_10532
188	chr6	127965702	127965720	19	+	16.1227	1.94042105263158	FALSE	CTCF	TRUE	CTCF	403.365997314453	TFBS_10533
189	chr6	128032439	128032457	19	+	13.1852	1.31331578947368	FALSE	CTCF	TRUE	CTCF	337.298004150391	TFBS_10535
190	chr6	128036222	128036240	19	+	10.1751	0.25	FALSE	CTCF	TRUE	CTCF	337.298004150391	TFBS_10536
191	chr6	128179489	128179507	19	+	15.099	0.172368421052632	FALSE	CTCF	TRUE	CTCF	224.214996337891	TFBS_10538
192	chr1	21101410	21101428	19	-	21.4525	0.263315789473684	FALSE	CTCF	TRUE	CTCF	347.730010986328	TFBS_1054
193	chr6	128469713	128469731	19	+	13.9721	0.152263157894737	FALSE	CTCF	TRUE	CTCF	306.002014160156	TFBS_10543
194	chr6	128808751	128808769	19	+	11.0948	0.292	FALSE	CTCF	TRUE	CTCF	97.3643035888672	TFBS_10546
195	chr1	21162002	21162020	19	-	17.6934	0.969684210526316	FALSE	CTCF	TRUE	CTCF	347.730010986328	TFBS_1055
196	chr6	129544411	129544429	19	+	13.3762	-0.640105263157895	FALSE	CTCF	TRUE	CTCF	301.197998046875	TFBS_10556
197	chr6	131713008	131713026	19	+	13.1252	NA	FALSE	CTCF	TRUE	CTCF	194.878005981445	TFBS_10560
198	chr6	133171480	133171498	19	+	18.3283	NA	FALSE	CTCF	TRUE	CTCF	237.647003173828	TFBS_10562
199	chr6	134425311	134425329	19	+	17.2282	1.46921052631579	FALSE	CTCF	TRUE	CTCF	264.028991699219	TFBS_10567
200	chr6	134427355	134427373	19	+	12.8978	0.430736842105263	FALSE	CTCF	TRUE	CTCF	264.028991699219	TFBS_10568
201	chr6	134659524	134659542	19	+	19.2876	1.60015789473684	FALSE	CTCF	TRUE	CTCF	333.821014404297	TFBS_10569
202	chr1	21218649	21218667	19	-	10.2073	0.0412631578947369	FALSE	CTCF	TRUE	CTCF	448.571014404297	TFBS_1057
203	chr6	135249898	135249916	19	+	15.7397	0.828	FALSE	CTCF	TRUE	CTCF	438.139007568359	TFBS_10574
204	chr1	21271653	21271671	19	-	19.8448	0.173894736842105	FALSE	CTCF	TRUE	CTCF	286.093994140625	TFBS_1058
205	chr6	135907689	135907707	19	+	11.6316	2.00205263157895	FALSE	CTCF	TRUE	CTCF	376.158996582031	TFBS_10580
206	chr6	136422546	136422564	19	+	17.731	0.983736842105263	FALSE	CTCF	TRUE	CTCF	500.730987548828	TFBS_10583
207	chr6	136466030	136466048	19	+	17.0059	0.0670526315789473	FALSE	CTCF	TRUE	CTCF	340.774993896484	TFBS_10584
208	chr6	136995709	136995727	19	+	17.3149	-0.0333157894736842	FALSE	CTCF	TRUE	CTCF	250.365005493164	TFBS_10588
209	chr1	35266803	35266821	19	+	10.5658	0.202947368421053	FALSE	CTCF	TRUE	CTCF	257.742004394531	TFBS_106
210	chr6	139589470	139589488	19	+	18.2098	0.736842105263158	FALSE	CTCF	TRUE	CTCF	361.639007568359	TFBS_10602
211	chr6	140715187	140715205	19	+	17.8606	0.109842105263158	FALSE	CTCF	TRUE	CTCF	420.752990722656	TFBS_10609
