SCD_h1_m0_t0	SCD_h1_m0_t1	SCD_h1_m0_t2	SCD_h1_m0_t3	SCD_h1_m0_t4	SCD_h1_m0_t5	chrom	end	rel_disruption_end	rel_disruption_start	start	type	window_end	window_start	miss_per	ins16_min	cont_sum	raw_count
27.0	33.28	27.9	27.05	29.56	24.12	chr1	25530000	641024	638976	25520000	down5	26181504	24870784	12.81609916061542	-0.1774114072322845	88857.693846595	1504157
18.47	23.73	20.42	20.55	20.67	16.83	chr1	25920000	634880	632832	25910000	down8	26571504	25260784	16.41834714575045	-0.4004024565219879	83335.48063040186	1335649
16.11	19.84	9.4	8.586	11.69	9.14	chr1	30280000	638976	636928	30270000	down6	30931504	29620784	28.42774034935725	-0.0813132598996162	73515.59919985697	1321772
31.83	34.5	36.78	36.16	35.1	30.05	chr1	30700000	661504	659456	30690000	up1	31351504	30040784	23.053247152970144	-0.2400246560573578	102784.9819543116	1382552
22.92	25.08	29.75	28.92	27.72	24.34	chr1	31180000	632832	630784	31170000	down9	31831504	30520784	24.4151096823714	-0.3527489602565765	88297.851622927	1406097
21.97	28.73	36.16	34.03	32.72	26.69	chr1	32170000	667648	665600	32160000	up4	32821504	31510784	14.98656756684868	-0.2571236491203308	77667.47646589915	1512709
15.914	19.44	7.965	7.844	11.68	9.13	chr1	32720000	641024	638976	32710000	down5	33371504	32060784	16.77439212065251	-0.1305315941572189	73409.66294374614	1544628
17.36	18.77	8.83	8.484	11.19	9.32	chr1	33560000	636928	634880	33550000	down7	34211504	32900784	11.353920864539518	-0.2951564490795135	107570.69881958891	1916792
18.45	19.86	24.66	24.28	22.78	19.81	chr1	34460000	663552	661504	34450000	up2	35111504	33800784	7.645277369295016	-0.1832902431488037	94699.33258619526	2108961
21.52	25.0	23.67	24.36	23.42	20.25	chr1	34890000	661504	659456	34880000	up1	35541504	34230784	11.353920864539518	-0.2714447975158691	114015.02765302754	1956917
18.73	22.75	14.37	13.914	15.984	12.88	chr1	35720000	655360	653312	35710000	tad3	36371504	35060784	5.762456824322014	-0.1554393470287323	92740.82734163372	2386363
26.45	26.56	25.98	25.03	25.6	22.39	chr1	36140000	655360	653312	36130000	tad3	36791504	35480784	2.7104256200388344	-0.2861762046813965	108497.72677362012	2752644
32.38	32.12	46.16	46.4	41.1	36.62	chr1	36780000	665600	663552	36770000	up3	37431504	36120784	2.3255018638213465	-0.2442827969789505	114732.27044749484	3008646
28.81	30.52	40.72	40.16	37.38	32.8	chr1	37260000	673792	671744	37250000	up7	37911504	36600784	4.242520965615252	-0.3922922015190124	109812.60175215385	2778297
24.34	26.39	37.06	38.3	32.94	29.34	chr1	38140000	651264	649216	38130000	tad1	38791504	37480784	4.242520965615252	-0.3850305080413818	147501.21111167863	2289067
28.1	30.05	45.53	45.97	38.97	34.94	chr1	39000000	671744	669696	38990000	up6	39651504	38340784	3.4779932286857496	-0.4263736009597778	115653.04211919747	2448693
27.83	28.5	38.6	38.88	35.0	31.42	chr1	39370000	630784	628736	39360000	down10	40021504	38710784	3.0945894083269683	-0.403490275144577	116840.18649995656	2420804
25.2	25.6	30.08	30.6	28.19	24.97	chr1	39550000	641024	638976	39540000	down5	40201504	38890784	3.0945894083269683	-0.4267627000808716	111354.63850323268	2375577
21.38	24.5	28.25	28.39	26.19	22.64	chr1	40860000	679936	677888	40850000	up10	41511504	40200784	5.383612811539353	-0.2839881181716919	93701.3319072765	1841692
26.05	34.16	36.66	34.56	34.8	28.81	chr1	41150000	663552	661504	41140000	up2	41801504	40490784	5.383612811539353	-0.196513295173645	98297.01427448282	1867728
18.14	20.0	14.17	13.484	15.195	13.09	chr1	42710000	641024	638976	42700000	down5	43361504	42050784	3.860637081115177	-0.3566462099552154	112592.59143423715	1991819
36.66	40.78	47.44	45.22	44.56	38.38	chr1	43290000	634880	632832	43280000	down8	43941504	42630784	3.4779932286857496	-0.1941600739955902	113916.5022726378	2075126
26.95	29.42	39.4	38.28	35.53	30.88	chr1	43750000	669696	667648	43740000	up5	44401504	43090784	8.393085811778743	-0.2456770837306976	122371.53811060586	1864492
46.16	55.0	59.6	59.2	56.5	48.2	chr1	45790000	636928	634880	45780000	down7	46441504	45130784	19.59539307441226	-0.3911524713039398	101044.16359042632	1113946
54.66	67.4	88.1	85.06	79.94	68.75	chr1	51350000	645120	643072	51340000	down3	52001504	50690784	9.137854382545056	-0.384389728307724	123530.24229509276	1882736
26.31	27.31	31.48	30.08	29.88	26.22	chr1	51640000	665600	663552	51630000	up3	52291504	50980784	8.019561574501557	-0.2355841547250747	117234.4132647262	2043712
32.1	36.03	46.12	46.97	42.4	37.53	chr1	52130000	628736	626688	52120000	down11	52781504	51470784	8.019561574501557	-0.3735021948814392	111338.3169181343	1964482
18.72	21.53	24.58	23.0	22.9	19.5	chr1	52640000	651264	649216	52630000	tad1	53291504	51980784	11.720605390452524	-0.231889009475708	84845.3566381313	1838195
18.28	22.3	18.72	17.64	19.4	16.25	chr1	53040000	653312	651264	53030000	tad2	53691504	52380784	17.129677127625214	-0.109639436006546	85923.38291220562	1439631
18.84	22.61	27.42	26.05	24.83	21.42	chr1	53340000	673792	671744	53330000	up7	53991504	52680784	19.245427842945027	-0.1877052783966064	88236.27344108636	1463419
42.4	50.34	51.5	48.6	49.94	42.84	chr1	53700000	675840	673792	53690000	up8	54351504	53040784	17.484202166668567	-0.3001331686973572	92225.759902692	1499887
27.98	32.1	33.5	31.64	32.72	28.27	chr1	53930000	638976	636928	53920000	down6	54581504	53270784	19.59539307441226	-0.1630919575691223	89897.82404637667	1564162
41.16	47.7	48.22	46.97	47.44	40.94	chr1	54390000	651264	649216	54380000	tad1	55041504	53730784	9.879583081593957	-0.1793772131204605	102531.7797332452	2096348
39.5	44.7	50.8	50.97	46.28	41.2	chr1	55890000	645120	643072	55880000	down3	56541504	55230784	13.542628501077257	-0.5842112898826599	102054.4359311296	1739628
16.64	19.89	30.55	28.36	25.9	22.34	chr1	56990000	647168	645120	56980000	down2	57641504	56330784	9.509098716034185	-0.4056698083877563	111541.66593428212	1851803
42.5	42.4	84.8	87.75	66.56	61.72	chr1	57410000	679936	677888	57400000	up10	58061504	56750784	5.762456824322014	-0.5334334373474121	138928.30022790062	2033017
23.22	27.03	34.22	31.88	30.92	26.73	chr1	58000000	630784	628736	57990000	down10	58651504	57340784	4.623644882185972	-0.2408784329891204	127668.2878109356	2250981
39.25	41.22	56.53	55.28	51.06	44.62	chr1	59250000	657408	655360	59240000	tad4	59901504	58590784	6.140540869175321	-0.393804132938385	114361.43300601744	2407910
23.2	22.89	13.54	12.516	16.69	14.14	chr1	60550000	645120	643072	60540000	down3	61201504	59890784	5.762456824322014	-0.1821475625038147	114880.029904226	2295981
18.16	19.8	30.86	31.3	25.47	22.9	chr1	60970000	645120	643072	60960000	down3	61621504	60310784	6.894429055093874	-0.2763449251651764	125999.53656045134	2062035
34.2	39.6	23.67	21.48	29.75	24.03	chr1	61780000	651264	649216	61770000	tad1	62431504	61120784	11.720605390452524	-0.1470661461353302	84602.92862726329	1985795
19.77	22.47	13.445	12.62	15.805	12.82	chr1	62710000	673792	671744	62700000	up7	63361504	62050784	6.140540869175321	-0.3597245812416076	132308.89488754806	2305385
25.67	29.81	26.23	25.5	27.22	23.23	chr1	63630000	641024	638976	63620000	down5	64281504	62970784	6.517864946099275	-0.3261879086494446	111257.81883644416	2256288
23.2	25.0	38.88	41.88	31.88	29.05	chr1	65280000	663552	661504	65270000	up2	65931504	64620784	17.484202166668567	-0.3513460755348205	124148.91633680942	1696084
29.81	36.1	44.22	39.06	39.44	32.7	chr1	66100000	665600	663552	66090000	up3	66751504	65440784	25.091481139495915	-0.3743588924407959	84887.61235564275	1333816
35.8	41.56	50.1	47.16	45.78	40.16	chr1	66690000	626688	624640	66680000	down12	67341504	66030784	13.90475321941414	-0.2173478901386261	102100.9957654014	1497495
20.64	25.5	11.336	10.57	16.11	12.47	chr1	68090000	677888	675840	68080000	up9	68741504	67430784	21.67922513669923	-0.1393276453018188	76539.1598269156	1307048
29.23	30.8	50.88	53.62	43.38	40.12	chr1	69170000	628736	626688	69160000	down11	69821504	68510784	7.270233196159122	-0.4362612068653106	119909.65932605824	1553821
31.95	37.06	44.6	44.5	40.34	35.6	chr1	69780000	669696	667648	69770000	up5	70431504	69120784	12.451694538490475	-0.4534263610839844	94815.76940621274	1624883
42.12	55.5	57.03	53.25	55.66	45.16	chr1	70250000	679936	677888	70240000	up10	70901504	69590784	13.542628501077257	-0.2436861097812652	80899.88594267603	1661119
20.38	20.1	35.12	37.8	28.83	26.4	chr1	72160000	643072	641024	72150000	down4	72811504	71500784	3.860637081115177	-0.4542784690856933	156132.41201555138	2495114
18.62	19.95	21.25	20.94	20.69	18.4	chr1	72710000	667648	665600	72700000	up4	73361504	72050784	2.7104256200388344	-0.4569563865661621	113178.27072650104	2422141
47.97	50.9	52.22	50.53	51.22	44.56	chr1	72880000	634880	632832	72870000	down8	73531504	72220784	5.004008830827339	-0.5795648097991943	117398.36944792008	2421075
29.06	36.0	27.92	25.81	30.81	25.58	chr1	73290000	645120	643072	73280000	down3	73941504	72630784	7.645277369295016	-0.1924650967121124	100800.25587716656	2292447
20.11	19.17	21.44	21.22	20.52	17.6	chr1	74190000	675840	673792	74180000	up8	74841504	73530784	5.004008830827339	-0.0794225633144378	109687.89528368696	2589379
47.1	45.7	53.72	52.44	49.94	42.2	chr1	75630000	628736	626688	75620000	down11	76281504	74970784	6.894429055093874	-0.2135113328695297	121620.38464345738	2199834
56.66	65.25	104.7	94.56	83.5	71.7	chr1	77540000	636928	634880	77530000	down7	78191504	76880784	5.762456824322014	-0.5737398266792297	101915.66514103244	2037250
38.75	44.84	64.9	62.38	55.3	48.47	chr1	77940000	663552	661504	77930000	up2	78591504	77280784	6.140540869175321	-0.2958592474460602	102319.68674857532	2004080
30.6	34.7	56.47	57.75	47.44	42.8	chr1	79770000	677888	675840	79760000	up9	80421504	79110784	16.77439212065251	-0.3392362296581268	92970.07915816926	1657073
57.75	67.06	91.94	87.4	82.1	71.56	chr1	80180000	661504	659456	80170000	up1	80831504	79520784	12.086529948436176	-0.3109830915927887	96121.8899512403	1749836
21.38	22.19	40.53	40.78	31.58	29.5	chr1	81300000	677888	675840	81290000	up9	81951504	80640784	12.451694538490475	-0.7685086727142334	108779.44392765818	1514467
21.16	25.83	26.89	26.86	25.86	22.3	chr1	82490000	647168	645120	82480000	down2	83141504	81830784	8.765850081126576	-0.1479344964027404	114933.37947894805	1812778
23.62	26.33	38.44	37.62	33.6	29.81	chr1	82770000	677888	675840	82760000	up9	83421504	82110784	7.645277369295016	-0.1397371888160705	105582.34972142056	1764505
21.72	28.1	35.28	35.16	31.52	26.92	chr1	83180000	661504	659456	83170000	up1	83831504	82520784	9.879583081593957	-0.1466818302869796	110984.93843234556	1794611
34.97	42.72	54.75	52.94	48.88	41.16	chr1	83730000	647168	645120	83720000	down2	84381504	83070784	12.086529948436176	-0.5532951354980469	97994.04871598	1738868
43.38	51.2	46.56	46.53	45.56	38.9	chr1	84700000	657408	655360	84690000	tad4	85351504	84040784	50.48010973936899	-0.445880115032196	59849.94562546557	1448260
18.62	19.2	22.12	21.69	20.98	17.89	chr1	85850000	663552	661504	85840000	up2	86501504	85190784	55.03421755601914	-0.2789795994758606	46302.29693254791	1719729
21.02	20.95	32.2	32.72	28.38	25.06	chr1	86360000	638976	636928	86350000	down6	87011504	85700784	2.3255018638213465	-0.2538461685180664	118907.10647002717	2717742
19.5	19.34	22.66	22.98	21.31	18.84	chr1	87450000	657408	655360	87440000	tad4	88101504	86790784	4.623644882185972	-0.2145827263593673	99740.02443765575	2515159
20.78	21.2	25.88	24.23	23.67	20.17	chr1	87780000	636928	634880	87770000	down7	88431504	87120784	8.765850081126576	-0.311453104019165	99934.85001038076	2548228
20.14	22.06	26.3	27.19	23.98	21.48	chr1	88310000	641024	638976	88300000	down5	88961504	87650784	7.270233196159122	-0.4143620133399963	116913.75391425338	2291839
24.12	26.05	43.28	41.75	36.34	32.4	chr1	88750000	655360	653312	88740000	tad3	89401504	88090784	4.242520965615252	-0.4445410668849945	130956.78026692872	2413937
21.9	25.7	40.28	38.22	34.4	29.81	chr1	89220000	647168	645120	89210000	down2	89871504	88560784	5.004008830827339	-0.3204818367958069	104022.81561452268	2371463
21.16	21.98	41.25	40.84	33.25	29.36	chr1	90610000	643072	641024	90600000	down4	91261504	89950784	4.242520965615252	-0.5564651489257812	114199.67959710793	2396156
31.48	31.89	42.97	43.75	39.03	34.5	chr1	91540000	645120	643072	91530000	down3	92191504	90880784	4.242520965615252	-0.1877675801515579	93765.11444193924	2367164
22.03	25.27	20.28	19.4	21.75	18.48	chr1	91920000	653312	651264	91910000	tad2	92571504	91260784	3.4779932286857496	-0.1609024852514267	100101.86085734484	2536115
21.47	21.92	29.83	29.77	25.75	22.47	chr1	92470000	663552	661504	92460000	up2	93121504	91810784	5.383612811539353	-0.3123353719711303	105518.80416666612	2475676
27.45	30.16	35.56	34.6	33.16	28.69	chr1	92640000	630784	628736	92630000	down10	93291504	91980784	5.004008830827339	-0.2153934240341186	99341.94448354527	2473782
24.44	22.84	29.1	29.06	27.42	23.92	chr1	93510000	657408	655360	93500000	tad4	94161504	92850784	26.769110343543502	-0.1486167907714843	69417.76669654185	2218675
24.42	28.61	39.53	40.2	34.66	30.34	chr1	96810000	651264	649216	96800000	tad1	97461504	96150784	23.73569835352948	-0.4237432777881622	84166.31961618384	1150596
28.36	34.6	38.62	39.2	34.84	30.17	chr1	97060000	638976	636928	97050000	down6	97711504	96400784	25.42852691616414	-0.2604223489761352	87703.17662604897	1228606
28.7	32.56	33.7	35.75	32.72	28.92	chr1	97710000	638976	636928	97700000	down6	98361504	97050784	16.06154220291904	-0.3207167088985443	99101.72073836708	1353784
22.48	29.53	20.58	19.67	23.6	18.42	chr1	102390000	675840	673792	102380000	up8	103041504	101730784	20.64072896123784	-0.1069198250770568	73969.47380800526	1288982
39.88	47.34	58.0	56.84	52.53	45.2	chr1	104970000	675840	673792	104960000	up8	105621504	104310784	11.742782592773438	-0.4116063117980957	91935.6088626922	1541178
44.25	49.38	56.9	56.12	52.38	45.66	chr1	105660000	630784	628736	105650000	down10	106311504	105000784	11.353920864539518	-0.3036165535449981	99026.63283526282	1719197
32.5	34.34	43.38	42.88	39.94	35.53	chr1	106060000	636928	634880	106050000	down7	106711504	105400784	10.618271908925443	-0.3231634199619293	103042.17385886912	1771351
46.1	50.7	78.25	73.94	68.8	60.44	chr1	106410000	645120	643072	106400000	down3	107061504	105750784	8.765850081126576	-0.4231668710708618	105151.05606564532	1788263
39.2	41.8	51.66	51.9	46.62	40.3	chr1	106900000	645120	643072	106890000	down3	107551504	106240784	14.626722752299854	-0.2960525453090668	111253.16777782008	1412397
39.0	50.62	83.2	82.2	69.3	60.22	chr1	107620000	675840	673792	107610000	up8	108271504	106960784	19.59539307441226	-0.3491007685661316	96546.21918783244	1203579
22.05	28.17	14.836	14.27	19.06	14.586	chr1	108820000	667648	665600	108810000	up4	109471504	108160784	23.39485273721449	-0.1752667129039764	73632.1238630571	1156294
41.3	52.0	37.53	35.28	41.97	34.22	chr1	111260000	643072	641024	111250000	down4	111911504	110600784	18.89470264354844	-0.1470927149057388	80898.29461010925	1249836
38.53	46.7	53.84	52.7	48.9	41.25	chr1	111650000	669696	667648	111640000	up5	112301504	110990784	20.64072896123784	-0.4087980389595032	86292.51252527659	1134434
24.73	29.92	39.9	39.9	34.47	29.72	chr1	112390000	649216	647168	112380000	down1	113041504	111730784	23.053247152970144	-0.3659188747406006	97005.19184305008	1168615
23.05	28.03	17.16	16.66	21.2	16.77	chr1	115680000	667648	665600	115670000	up4	116331504	115020784	11.720605390452524	-0.2254723757505417	78762.7937563725	1461252
42.0	52.6	30.89	30.34	37.94	29.34	chr1	116500000	638976	636928	116490000	down6	117151504	115840784	11.720605390452524	-0.2496578097343444	83797.70962750539	1442798
26.28	24.1	48.16	52.5	38.3	33.7	chr1	118350000	632832	630784	118340000	down9	119001504	117690784	33.6076817558299	-0.6298110485076904	100415.0158989254	1506449
36.25	40.7	55.38	52.6	49.3	42.75	chr1	118780000	641024	638976	118770000	down5	119431504	118120784	1.1661707875927636	-0.3777773976325989	111801.8187172618	2567810
16.45	19.11	11.13	11.36	13.26	10.76	chr17	21720000	620544	618496	21710000	down15	22371504	21060784	35.50000189991982	-0.0952149331569671	70549.85585322643	1052297
26.62	28.23	31.81	31.77	30.5	26.66	chr1	119920000	669696	667648	119910000	up5	120571504	119260784	2.7104256200388344	-0.2042012959718704	97304.1467844908	2559694
33.22	40.4	56.97	53.0	50.1	43.34	chr1	121200000	641024	638976	121190000	down5	121851504	120540784	11.353920864539518	-0.3544743061065674	123313.53550580698	1922302
16.78	19.95	33.47	36.12	27.36	24.86	chr1	121580000	677888	675840	121570000	up9	122231504	120920784	13.179743814811015	-0.4229434132575989	98172.5744672842	1609053
33.1	41.4	19.23	19.2	26.67	20.69	chr1	122420000	679936	677888	122410000	up10	123071504	121760784	12.086529948436176	-0.1331650763750076	87685.90523121794	1577956
29.98	38.6	22.95	22.83	27.84	21.52	chr1	124700000	677888	675840	124690000	up9	125351504	124040784	9.509098716034185	-0.2206352204084396	87385.58754136311	1540354
42.16	48.72	41.9	40.72	42.62	36.1	chr1	125370000	661504	659456	125360000	up1	126021504	124710784	14.626722752299854	-0.3522208333015442	98261.8460973888	1708387
48.72	59.28	61.5	61.9	58.72	50.53	chr1	125600000	667648	665600	125590000	up4	126251504	124940784	11.720605390452524	-0.276771068572998	93681.35938055567	1810401
26.94	31.62	16.66	16.61	21.31	16.72	chr1	126480000	677888	675840	126470000	up9	127131504	125820784	9.879583081593957	-0.1616538316011428	93747.07440006448	1951822
28.39	29.36	44.94	45.12	38.72	34.88	chr1	127490000	667648	665600	127480000	up4	128141504	126830784	5.383612811539353	-0.4967716038227081	109366.1188981883	2134983
29.17	30.52	35.0	34.03	33.5	29.12	chr1	127780000	645120	643072	127770000	down3	128431504	127120784	5.383612811539353	-0.479405403137207	103849.55570714768	2227825
19.78	19.11	30.03	31.56	26.33	23.69	chr1	128370000	663552	661504	128360000	up2	129021504	127710784	6.517864946099275	-0.2553662061691284	121229.4758840518	2118634
51.6	62.06	81.75	79.75	71.44	60.88	chr1	128860000	675840	673792	128850000	up8	129511504	128200784	7.270233196159122	-0.3881474137306213	98721.61128808177	1871168
16.88	20.78	9.555	9.18	13.35	10.71	chr1	129840000	647168	645120	129830000	down2	130491504	129180784	14.266117969821671	-0.1198536977171897	74972.53904126168	1585717
30.25	34.7	26.55	26.03	28.94	24.22	chr1	130160000	667648	665600	130150000	up4	130811504	129500784	16.77439212065251	-0.1429622173309326	98980.2238548891	1508412
32.28	35.12	47.1	47.6	42.47	37.94	chr1	131080000	641024	638976	131070000	down5	131731504	130420784	7.270233196159122	-0.3165239095687866	101521.49897033142	2243704
28.31	28.52	39.06	38.78	35.53	32.12	chr1	131290000	661504	659456	131280000	up1	131941504	130630784	7.270233196159122	-0.3818602561950683	98251.39756805944	2518270
29.2	30.86	36.4	34.88	34.8	30.36	chr1	131570000	645120	643072	131560000	down3	132221504	130910784	5.383612811539353	-0.1713076829910278	98757.08382656975	2705301
21.69	21.86	34.2	35.3	29.75	26.73	chr1	133010000	632832	630784	133000000	down9	133661504	132350784	1.5533744475983111	-0.4013760089874267	108859.65845857946	3077778
24.2	24.5	33.1	33.25	30.12	26.66	chr1	133370000	643072	641024	133360000	down4	134021504	132710784	0.7782071596578624	-0.265756756067276	118264.60040597626	3065256
42.25	42.2	57.1	55.75	52.75	46.38	chr1	133630000	641024	638976	133620000	down5	134281504	132970784	1.9398181396745056	-0.4641969799995422	108155.12349386272	3155108
21.6	21.1	30.19	30.38	27.23	23.81	chr1	134350000	643072	641024	134340000	down4	135001504	133690784	3.4779932286857496	-0.4002668857574463	105500.03422592235	3105002
25.73	30.53	27.94	27.6	27.75	22.92	chr1	137240000	645120	643072	137230000	down3	137891504	136580784	12.451694538490475	-0.1946918815374374	103034.7337396889	2022772
54.8	67.94	76.8	79.0	72.56	63.34	chr1	140690000	632832	630784	140680000	down9	141341504	140030784	19.59539307441226	-0.2236798107624054	99935.8379909243	1248730
17.27	20.34	6.348	6.004	10.75	8.41	chr1	142730000	671744	669696	142720000	up6	143381504	142070784	22.02387059266099	-0.1287789642810821	70439.99713055266	1256178
17.53	18.83	36.34	39.0	29.02	26.83	chr1	143800000	663552	661504	143790000	up2	144451504	143140784	24.4151096823714	-0.255359411239624	97290.30286939628	1349145
32.84	38.38	40.44	40.78	37.4	33.16	chr1	149830000	638976	636928	149820000	down6	150481504	149170784	17.129677127625214	-0.4221890270709991	106001.4873284736	1470385
39.9	44.25	50.03	48.28	45.78	40.47	chr1	151030000	638976	636928	151020000	down6	151681504	150370784	8.765850081126576	-0.3181724548339844	129711.59204735528	1997114
33.88	39.2	41.94	39.94	40.25	34.88	chr1	152400000	628736	626688	152390000	down11	153051504	151740784	6.140540869175321	-0.3063063323497772	119861.90371118898	2250017
26.31	27.17	34.4	33.94	32.12	28.39	chr1	152770000	636928	634880	152760000	down7	153421504	152110784	6.517864946099275	-0.2973567843437195	113280.23557836036	2496558
19.44	20.95	22.2	21.4	21.25	18.08	chr1	153860000	647168	645120	153850000	down2	154511504	153200784	5.762456824322014	-0.3244538903236389	131469.0914844133	2249518
54.34	59.8	75.7	74.4	70.44	62.4	chr1	154740000	649216	647168	154730000	down1	155391504	154080784	8.019561574501557	-0.4193403720855713	126151.13057914584	2177522
34.53	36.62	45.0	43.2	42.03	36.66	chr1	155020000	647168	645120	155010000	down2	155671504	154360784	5.762456824322014	-0.2647549510002136	115476.64618956544	2212891
25.61	25.84	32.47	32.06	30.69	26.89	chr1	155280000	673792	671744	155270000	up7	155931504	154620784	5.762456824322014	-0.2733130156993866	108154.81237182168	2272646
37.72	37.53	51.62	51.47	47.6	42.28	chr1	155560000	636928	634880	155550000	down7	156211504	154900784	2.7104256200388344	-0.6511176824569702	106436.1020476838	2190634
20.98	21.31	23.89	23.72	23.47	20.55	chr1	156730000	671744	669696	156720000	up6	157381504	156070784	3.4779932286857496	-0.337191104888916	107092.40469478413	2038510
24.86	27.62	37.34	36.0	34.16	29.97	chr1	157100000	636928	634880	157090000	down7	157751504	156440784	3.860637081115177	-0.349144697189331	105795.78688568623	1996630
39.4	50.88	61.88	61.1	55.12	47.28	chr1	157550000	663552	661504	157540000	up2	158201504	156890784	4.623644882185972	-0.3662554323673248	112219.66858683724	1809179
24.89	29.36	17.28	16.33	21.12	17.34	chr1	158300000	628736	626688	158290000	down11	158951504	157640784	5.004008830827339	-0.1238265633583068	92623.8024156258	1929554
33.3	39.56	49.12	46.56	44.56	37.9	chr1	158670000	645120	643072	158660000	down3	159321504	158010784	7.270233196159122	-0.3355689644813537	97397.40175909636	1904922
26.78	30.84	29.3	29.81	28.6	25.25	chr1	160200000	645120	643072	160190000	down3	160851504	159540784	7.645277369295016	-0.4118198454380035	123569.68562583617	1812543
31.11	33.0	42.0	40.75	39.2	34.34	chr1	160740000	663552	661504	160730000	up2	161391504	160080784	6.140540869175321	-0.3130473494529724	102957.73360819736	1982503
25.98	26.67	29.86	28.73	28.97	25.27	chr1	160950000	645120	643072	160940000	down3	161601504	160290784	6.517864946099275	-0.0610499642789363	103594.37686196684	1922475
50.78	55.12	58.56	56.22	57.12	48.78	chr1	161320000	626688	624640	161310000	down12	161971504	160660784	4.623644882185972	-0.1581229865550995	129916.81798141472	2048803
21.84	24.05	26.22	24.97	25.42	22.27	chr1	161990000	669696	667648	161980000	up5	162641504	161330784	9.509098716034185	-0.3486998081207275	102065.54397671376	1920909
27.56	30.36	38.1	36.44	35.06	30.84	chr1	162340000	634880	632832	162330000	down8	162991504	161680784	12.086529948436176	-0.2969783544540405	100459.7452984705	1832552
44.66	50.75	53.1	53.12	50.7	44.4	chr1	163930000	641024	638976	163920000	down5	164581504	163270784	8.019561574501557	-0.3470024466514587	113526.0639130245	1904627
44.84	48.88	70.3	70.25	60.34	53.88	chr1	164310000	667648	665600	164300000	up4	164961504	163650784	8.393085811778743	-0.4037346541881561	112229.23842325211	1937546
